#																			
#   VizieR Astronomical Server vizier.u-strasbg.fr																			
#    Date: 2019-08-16T00:14:18 [V1.99+ (14-Oct-2013)]																			
"#   In case of problem, please report to:"""	cds-question@unistra.fr																		
295.466555	50.5175239	2104	HD186427 	G3V                 	0.660000324	4.566026218	47.12	0.149839744	0.1494	-4.9999928	HD186427        	295.46655	50.51752	5675	HD186427        	* 16 Cyg B               	19 41 51.9731830550 +50 31 03.086127222	G3V              	1
295.466555	50.5175239	2105	HD186427 	G3V                 	0.660000324	4.566026218	      	                 	0.156238938	-4.958409823	HD186427        	295.46655	50.51752	5676	HD186427        	* 16 Cyg B               	19 41 51.9731830550 +50 31 03.086127222	G3V              	1
295.466555	50.5175239	2106	HIP96901 	G3V                 	0.661	4.596584403	46.7	0.148	0.148	-5.009853839	HIP96901        	295.46655	50.51752	5677	HIP96901        	* 16 Cyg B               	19 41 51.9731830550 +50 31 03.086127222	G3V              	1
295.6240025	1.5865236	3536	HD186104 	G0                  	0.664	4.613133821	24.81	                 	0.153	-4.981010552	HD186104        	295.624	1.58652	5678	HD186104        	HD 186104                	19 42 29.7605843171 +01 35 11.485247879	G5V              	0
295.6297239	-16.1239972	6782	HD186005 	F3IV/V              	0.316999912	1.370269019	18.41	0.501033333	0.4958	-3.997128535	HD186005        	295.62972	-16.124	5679	HD186005        	* e02 Sgr                	19 42 31.1337494510 -16 07 26.390457775	F3IV/V           	1
295.6389969	-59.0098739	6781	HD185454 	G5V                 	0.711	4.391886517	24.12	0.185	                 	-4.864930744	HD185454        	295.639	-59.00987	5680	HD185454        	CD-59 7256               	19 42 33.35926 -59 00 35.5459          	G5V              	1
295.7198531	-45.0815333	6304	HIP96998 	K7                  	1.347	7.734149071	34.74	                 	0.903	-4.718760112	HIP96998        	295.71985	-45.08153	5681	HIP96998        	CD-45 13383              	19 42 52.7647361834 -45 04 53.519534440	M1V              	0
295.7501619	-75.3976203	1330	HD184588 	G0V                 	0.55	3.15470814	10.64	0.244	                 	-4.52634561	HD184588        	295.75016	-75.39762	5682	HD184588        	HD 184588                	19 43 00.0388855113 -75 23 51.432584742	G0V              	0
295.8100792	58.0166167	2148	HD186760 	G0V                 	0.59	3.024697313	22.23	                 	0.16325	-4.861552095	HD186760        	295.81008	58.01662	5683	HD186760        	HD 186760                	19 43 14.4189805792 +58 00 59.820030828	G0V              	0
295.8100792	58.0166167	2149	HD186760 	G0V                 	0.575999737	3.067463079	22.62	0.1414125	0.1422	-4.984105915	HD186760        	295.81008	58.01662	5684	HD186760        	HD 186760                	19 43 14.4189805792 +58 00 59.820030828	G0V              	0
295.8555658	10.0895122	3594	HIP97051 	tmp                 	1.26	8.226128558	44.18	                 	1.103722222	-4.522972048	HIP97051        	295.85557	10.08951	5685	HIP97051        	HD 355784                	19 43 25.3357700817 +10 05 22.243718639	M0               	0
295.8897822	-15.4700211	5910	HIP97063 	F6 IV-V             	0.46	2.667629257	27.26	0.291	                 	-4.354811671	HIP97063        	295.88978	-15.47002	5686	HIP97063        	HD 186185                	19 43 33.5477235951 -15 28 12.076153462	F6IV-V           	0
295.8897822	-15.4700211	5911	HD186185 	F6IV-V              	0.460000038	2.042404228	20.44	0.489633333	0.4956	-4.053996669	HD186185        	295.88978	-15.47002	5687	HD186185        	HD 186185                	19 43 33.5477235951 -15 28 12.076153462	F6IV-V           	0
295.9693108	-35.25349	1011	HD186085 	G3V                 	0.679	5.1176258	22.26	0.171	                 	-4.897330413	HD186085        	295.96931	-35.25349	5688	HD186085        	HD 186085                	19 43 52.6346179544 -35 15 12.564120139	G3V              	0
295.9998739	-66.2975372	791	HD185523 	G1V                 	0.641	3.548775886	15.84	0.177	                 	-4.835340668	HD185523        	295.99987	-66.29754	5689	HD185523        	HD 185523                	19 43 59.9697570665 -66 17 51.133963335	G1V              	0
296.0988942	-26.9492244	860	HD186265 	G8V                 	0.79	4.567262395	11.52	                 	0.146	-5.136120561	HD186265        	296.09889	-26.94922	5690	HD186265        	HD 186265                	19 44 23.7346207928 -26 56 57.207590353	G8V              	0
296.21838	-52.3363383	1202	HIP97156 	K2.5 V (k)          	0.99	6.357431662	33.38	0.219	                 	-5.040892846	HIP97156        	296.21838	-52.33634	5691	HIP97156        	HD 186061                	19 44 52.4112119626 -52 20 10.817895497	K2.5Vk:          	0
296.21838	-52.3363383	1203	HD186061 	K2.5Vk:             	0.99	6.357431662	33.38	                 	0.328	-4.805491692	HD186061        	296.21838	-52.33634	5692	HD186061        	HD 186061                	19 44 52.4112119626 -52 20 10.817895497	K2.5Vk:          	0
296.3607122	-50.8680111	5909	HD186194 	G3V                 	0.697	4.108858907	12.41	                 	0.15	-5.0278933	HD186194        	296.36071	-50.86801	5693	HD186194        	HD 186194                	19 45 26.5709391571 -50 52 04.839802707	G3V              	0
296.4775306	-52.5312089	1204	HD186268 	F5III/IV            	0.468	2.426827545	9.58	                 	0.174	-4.726457061	HD186268        	296.47753	-52.53121	5694	HD186268        	HD 186268                	19 45 54.6073648851 -52 31 52.351864510	F5III/IV         	0
296.4889175	4.2484492	3582	HIP97255 	G0V                 	0.612	4.615857319	33.05	0.3798	0.372	-4.323706575	HIP97255        	296.48892	4.24845	5695	HIP97255        	HD 186704                	19 45 57.3402298694 +04 14 54.416851821	G0V              	0
296.5647142	43.9475942	2067	HD187091 	A0                  	0.145	0.85464824	3.14	                 	0.278222222	-4.462155802	HD187091        	296.56471	43.94759	5696	HD187091        	HD 187091                	19 46 15.5313838595 +43 56 51.339206744	kA3hA5mA5(IV)sAm:	0
296.6066658	33.7275953	5914	HD187013 	F5.5IV-V            	0.470000267	3.355104307	47.1	0.151304293	0.1509	-4.85956166	HD187013        	296.60667	33.7276	5697	HD187013        	* 17 Cyg                 	19 46 25.5997765489 +33 43 39.342745085	F5.5IV-V         	0
296.6575847	17.8029264	1891	HD186932 	G0                  	0.608	3.312877562	11.03	                 	0.153	-4.935013303	HD186932        	296.65758	17.80293	5698	HD186932        	HD 186932                	19 46 37.8203013456 +17 48 10.535406508	G0               	0
296.7421344	34.4195222	5446	HD187123 	G5                  	0.661	4.427612245	20.87	                 	0.156515152	-4.957668953	HD187123        	296.74213	34.41952	5699	HD187123        	HD 187123                	19 46 58.1122608389 +34 25 10.279867125	G2V              	1
296.7421344	34.4195222	5447	HIP97336 	G5                  	0.661	4.427612245	20.87	0.154616667	0.154	-4.972441336	HIP97336        	296.74213	34.41952	5700	HIP97336        	HD 187123                	19 46 58.1122608389 +34 25 10.279867125	G2V              	1
296.825425	-18.7466608	678	HIP97358 	G6 V                	0.689	5.147356761	32.32	0.238	                 	-4.666057423	HIP97358        	296.82542	-18.74666	5701	HIP97358        	HD 186803                	19 47 18.1019867605 -18 44 47.979049339	G6IV             	0
296.825425	-18.7466608	679	HD186803 	G6V                 	0.689	5.147356761	32.32	                 	0.254	-4.624068772	HD186803        	296.82542	-18.74666	5702	HD186803        	HD 186803                	19 47 18.1019867605 -18 44 47.979049339	G6IV             	0
296.8545564	-43.3451239	1107	HIP97370 	F9.5 V              	0.564	4.245224373	26.61	0.17	                 	-4.80649801	HIP97370        	296.85456	-43.34512	5703	HIP97370        	HD 186651                	19 47 25.0935151603 -43 20 42.446375181	F9.5V            	0
296.8545564	-43.3451239	1108	HD186651 	F9.5V               	0.564	4.245224373	26.61	0.185	                 	-4.736780464	HD186651        	296.85456	-43.34512	5704	HD186651        	HD 186651                	19 47 25.0935151603 -43 20 42.446375181	F9.5V            	0
296.8888361	1.0888867	3537	HD187003 	G5                  	0.61	3.298905756	20.22	                 	0.320666667	-4.406737296	HD187003        	296.88884	1.08889	5705	HD187003        	HD 187003                	19 47 33.3206757664 +01 05 19.992312864	G2/3V            	0
296.9629311	-29.1592783	885	HD186853 	G5V                 	0.669	5.029519733	29.37	0.205	                 	-4.749065647	HD186853        	296.96293	-29.15928	5706	HD186853        	HD 186853                	19 47 51.1034357200 -29 09 33.401590001	G5V              	0
296.9629311	-29.1592783	886	HD186853 	G5V                 	0.669	5.029519733	29.37	                 	0.2	-4.766947979	HD186853        	296.96293	-29.15928	5707	HD186853        	HD 186853                	19 47 51.1034357200 -29 09 33.401590001	G5V              	0
296.9629311	-29.1592783	887	HIP97405 	G5 V                	0.669	5.029519733	29.37	0.175	                 	-4.869417274	HIP97405        	296.96293	-29.15928	5708	HIP97405        	HD 186853                	19 47 51.1034357200 -29 09 33.401590001	G5V              	0
297.0036719	27.8695286	2018	HIP97420 	G2IV-V              	0.66	4.793916895	38.44	0.2097	0.2085	-4.72853768	HIP97420        	297.00367	27.86953	5709	HIP97420        	HD 187237                	19 48 00.8812665154 +27 52 10.303035275	G2IV-V           	0
297.0036719	27.8695286	2019	HD187237 	G2IV-V              	0.66	4.793916895	38.44	                 	0.209	-4.726833376	HD187237        	297.00367	27.86953	5710	HD187237        	HD 187237                	19 48 00.8812665154 +27 52 10.303035275	G2IV-V           	0
297.0643692	59.4229011	2150	HD187748 	G0                  	0.592	4.375795607	35.25	                 	0.8594	-3.876421781	HD187748        	297.06437	59.4229	5711	HD187748        	HD 187748                	19 48 15.4485994563 +59 25 22.443941284	G0               	0
297.3915269	-37.7805483	1055	HD187085 	G0V                 	0.574	3.954697313	22.23	0.164	                 	-4.845262023	HD187085        	297.39153	-37.78055	5712	HD187085        	HD 187085                	19 49 33.9664782612 -37 46 49.973931792	G0V              	1
297.4336508	-32.7639686	969	HD187154 	G1V                 	0.624	4.287320366	20.02	0.296	                 	-4.466990717	HD187154        	297.43365	-32.76397	5713	HD187154        	HD 187154                	19 49 44.0761820458 -32 45 50.287392501	G1V              	0
297.4336508	-32.7639686	970	HD187154 	G1V                 	0.624	4.287320366	20.02	                 	0.288	-4.483568429	HD187154        	297.43365	-32.76397	5714	HD187154        	HD 187154                	19 49 44.0761820458 -32 45 50.287392501	G1V              	0
297.6949314	-10.7635097	3509	HIP97650 	F5 V Fe-1 CH-0.7    	0.402	3.270903048	37.86	0.365	                 	-4.193164248	HIP97650        	297.69493	-10.76351	5715	HIP97650        	* 51 Aql                 	19 50 46.7835255636 -10 45 48.635196383	F5VFe-1CH-0.7    	0
297.6958272	8.8683211	540	HD187642 	A7Vn                	0.220000029	2.209616188	194.95	0.5006	0.5002	-3.972684374	HD187642        	297.69583	8.86832	5716	HD187642        	* alf Aql                	19 50 46.99855 +08 52 05.9563          	A7Vn             	0
297.6958272	8.8683211	546	HD187642 	A7Vn                	0.220000029	2.209616188	194.95	0.5006	0.5002	-3.972684374	HD187642        	297.69583	8.86832	5717	HD187642        	* alf Aql                	19 50 46.99855 +08 52 05.9563          	A7Vn             	0
297.7568489	10.4157208	5915	HIP97675 	F8V                 	0.563	3.681985657	51.57	0.146	0.146	-4.947634566	HIP97675        	297.75685	10.41572	5718	HIP97675        	* omi Aql                	19 51 01.6437560393 +10 24 56.595177367	F8V              	0
297.7568489	10.4157208	5916	HD187691 	F8V                 	0.559999943	3.68460527	52.11	0.147872725	0.1475	-4.935185888	HD187691        	297.75685	10.41572	5719	HD187691        	* omi Aql                	19 51 01.6437560393 +10 24 56.595177367	F8V              	0
297.7568489	10.4157208	5917	HD187691 	F8V                 	0.563	3.681985657	51.57	                 	0.144375	-4.959146769	HD187691        	297.75685	10.41572	5720	HD187691        	* omi Aql                	19 51 01.6437560393 +10 24 56.595177367	F8V              	0
297.8485664	-58.5098717	1243	HD187101 	G9V                 	0.584	3.851013734	14.73	                 	0.141	-4.998782101	HD187101        	297.84857	-58.50987	5721	HD187101        	HD 187101                	19 51 23.6559155423 -58 30 35.538260055	F8/G0V           	0
297.8485664	-58.5098717	1244	HD187101 	G9V                 	0.584	3.851013734	14.73	0.164	                 	-4.852857096	HD187101        	297.84857	-58.50987	5722	HD187101        	HD 187101                	19 51 23.6559155423 -58 30 35.538260055	F8/G0V           	0
297.9977225	17.8384472	1892	HD187944 	G0                  	0.5	3.361113192	10.92	                 	0.1785	-4.722321818	HD187944        	297.99772	17.83845	5723	HD187944        	HD 187944                	19 51 59.4534239089 +17 50 18.409598524	G0               	0
298.0143272	11.6283258	3597	HIP97767 	G0V                 	0.642	3.950541508	36.15	0.146384615	0.146	-5.007504023	HIP97767        	298.01433	11.62833	5724	HIP97767        	HD 187923                	19 52 03.4385267268 +11 37 41.972536021	G0V              	0
298.0143272	11.6283258	3598	HD187923 	G0V                 	0.642	3.950541508	36.15	                 	0.157960784	-4.933217203	HD187923        	298.01433	11.62833	5725	HD187923        	HD 187923                	19 52 03.4385267268 +11 37 41.972536021	G0V              	0
298.0189292	28.1003728	487	HIP97769 	G5IV                	0.727	4.633768005	19	0.154863636	0.155	-5.024847982	HIP97769        	298.01893	28.10037	5726	HIP97769        	HD 188015                	19 52 04.5430063826 +28 06 01.341678198	G5IV             	1
298.0189292	28.1003728	488	HD188015 	G5IV                	0.727	4.633768005	19	                 	0.1648	-4.972182371	HD188015        	298.01893	28.10037	5727	HD188015        	HD 188015                	19 52 04.5430063826 +28 06 01.341678198	G5IV             	1
298.0391103	7.4600444	3592	HIP97779 	G5                  	0.647	4.519082065	29.91	0.242666667	0.24	-4.62014812	HIP97779        	298.03911	7.46004	5728	HIP97779        	HD 187897                	19 52 09.3864855855 +07 27 36.160166614	G5               	0
298.0391103	7.4600444	3593	HD187897 	G5                  	0.647	4.519082065	29.91	                 	0.249214286	-4.595571601	HD187897        	298.03911	7.46004	5729	HD187897        	HD 187897                	19 52 09.3864855855 +07 27 36.160166614	G5               	0
298.1246478	-23.9491817	822	HIP97805 	K5Vk                	1.155	7.209688477	35.64	1.135	1.135	-4.387675461	HIP97805        	298.12465	-23.94918	5730	HIP97805        	HD 187760                	19 52 29.9154774695 -23 56 57.053696550	K5Vk             	0
298.1246478	-23.9491817	823	HIP97805 	K5 V k              	1.155	7.209688477	35.64	1.074	                 	-4.413091242	HIP97805        	298.12465	-23.94918	5731	HIP97805        	HD 187760                	19 52 29.9154774695 -23 56 57.053696550	K5Vk             	0
298.2564214	38.7733725	2064	HD188326 	G8IVv               	0.78000021	3.887626619	18.43	0.142918182	0.1421	-5.15220979	HD188326        	298.25642	38.77337	5732	HD188326        	HD 188326                	19 53 01.5411431243 +38 46 24.140925456	G8IVv            	0
298.4987664	20.0095997	1901	HD188345 	G5                  	0.628	3.702190676	14.01	                 	0.163666667	-4.889991247	HD188345        	298.49877	20.0096	5733	HD188345        	HD 188345                	19 53 59.7039605474 +20 00 34.559368430	G5               	0
298.5623053	1.9434283	3540	HD188268 	K0                  	0.909999847	5.742258862	24.8	0.17474	0.1745	-5.108830629	HD188268        	298.56231	1.94343	5734	HD188268        	HD 188268                	19 54 14.9532550371 +01 56 36.342140661	K2               	0
298.5623053	1.9434283	3541	HD188268 	K0                  	0.878	5.403469569	21.12	                 	0.184	-5.037284738	HD188268        	298.56231	1.94343	5735	HD188268        	HD 188268                	19 54 14.9532550371 +01 56 36.342140661	K2               	0
298.5739386	-23.9410731	6494	HIP97944 	K3V                 	1.017	5.45601182	70.34	0.643	0.643	-4.4930977	HIP97944        	298.57394	-23.94107	5736	HIP97944        	HD 188088                	19 54 17.7452778997 -23 56 27.862976419	K3VaCN1          	0
298.5739386	-23.9410731	6495	HIP97944 	K2 IV (k)           	1.017	5.45601182	70.34	0.563	                 	-4.557967475	HIP97944        	298.57394	-23.94107	5737	HIP97944        	HD 188088                	19 54 17.7452778997 -23 56 27.862976419	K3VaCN1          	0
298.6072681	1.9413808	3538	HD188311 	K0                  	0.9	5.765847443	23.29	                 	0.1888	-5.042097813	HD188311        	298.60727	1.94138	5738	HD188311        	HD 188311                	19 54 25.7443562629 +01 56 28.970537032	K2               	0
298.6072681	1.9413808	3539	HD188311 	K0                  	0.909999847	5.934008924	24.82	0.2273	0.2267	-4.931503997	HD188311        	298.60727	1.94138	5739	HD188311        	HD 188311                	19 54 25.7443562629 +01 56 28.970537032	K2               	0
298.7564458	4.0621281	3542	HD188427 	K2                  	0.990000725	6.691677748	28.73	0.1854	0.1854	-5.149796569	HD188427        	298.75645	4.06213	5740	HD188427        	HD 188427                	19 55 01.5469913084 +04 03 43.661160747	K3               	0
298.7903264	10.7409431	3595	HD188510 	G5V:                	0.599	5.847318507	25.32	                 	0.176	-4.804545676	HD188510        	298.79033	10.74094	5741	HD188510        	HD 188510                	19 55 09.6783577203 +10 44 27.395091177	G5V:             	0
298.7903264	10.7409431	3596	HIP98020 	G5V:                	0.599	5.847318507	25.32	0.148466667	0.149	-4.953570181	HIP98020        	298.79033	10.74094	5742	HIP98020        	HD 188510                	19 55 09.6783577203 +10 44 27.395091177	G5V:             	0
298.8741083	-29.0970008	888	HD188298 	G5V                 	0.657	4.835404492	18.84	0.252	                 	-4.597886772	HD188298        	298.87411	-29.097	5743	HD188298        	HD 188298                	19 55 29.7860283673 -29 05 49.202698558	G5V              	0
298.8741083	-29.0970008	889	HD188298 	G5V                 	0.657	4.835404492	18.84	                 	0.235	-4.643483705	HD188298        	298.87411	-29.097	5744	HD188298        	HD 188298                	19 55 29.7860283673 -29 05 49.202698558	G5V              	0
299.0664169	-52.9711772	723	HIP98105 	~                   	1.34	8.149415928	32.65	                 	0.826	-4.751894422	HIP98105        	299.06642	-52.97118	5745	HIP98105        	CD-53 8345               	19 56 15.9400609631 -52 58 16.237608589	M0V              	0
299.0672925	-72.3642961	1315	HD187456 	K3+V                	1.058	6.556203901	42.78	0.235151633	0.239732868	-5.060558248	HD187456        	299.06729	-72.3643	5746	HD187456        	HD 187456                	19 56 16.1502010104 -72 21 51.466255692	K3+V             	0
299.0672925	-72.3642961	1316	HD187456 	K3+V                	1.058	6.556203901	42.78	                 	0.361	-4.831772179	HD187456        	299.06729	-72.3643	5747	HD187456        	HD 187456                	19 56 16.1502010104 -72 21 51.466255692	K3+V             	0
299.0672925	-72.3642961	1317	HIP98106 	K3+ V               	1.058	6.556203901	42.78	0.241	                 	-5.057422489	HIP98106        	299.06729	-72.3643	5748	HIP98106        	HD 187456                	19 56 16.1502010104 -72 21 51.466255692	K3+V             	0
299.0694189	-31.6135186	942	HD188432 	G3V                 	0.656	4.015344982	15.67	0.173	                 	-4.867155269	HD188432        	299.06942	-31.61352	5749	HD188432        	HD 188432                	19 56 16.6605535350 -31 36 48.666877693	G3V              	0
299.1542756	-31.3353178	943	HIP98130 	K3.5 V (k)          	1.025	7.004605366	52.11	0.279	                 	-4.935440425	HIP98130        	299.15428	-31.33532	5750	HIP98130        	HD 188474                	19 56 37.0261328130 -31 20 07.143720172	K3.5Vk:          	0
299.1542756	-31.3353178	944	HD188474 	K3.5Vk:             	1.025	7.004605366	52.11	                 	0.319	-4.860666309	HD188474        	299.15428	-31.33532	5751	HD188474        	HD 188474                	19 56 37.0261328130 -31 20 07.143720172	K3.5Vk:          	0
299.3058953	29.8240153	2024	HIP98192 	K1V                 	0.797	5.878644994	39.24	0.3025	0.3025	-4.632179926	HIP98192        	299.3059	29.82402	5752	HIP98192        	HD 189087                	19 57 13.4148800901 +29 49 26.455056667	G8               	0
299.3058953	29.8240153	2025	HD189087 	K1V                 	0.797	5.878644994	39.24	                 	0.313	-4.612492313	HD189087        	299.3059	29.82402	5753	HD189087        	HD 189087                	19 57 13.4148800901 +29 49 26.455056667	G8               	0
299.3058953	29.8240153	2026	HD189087 	K1V                 	0.790000439	5.83807257	38.87	0.309414286	0.30885	-4.612431485	HD189087        	299.3059	29.82402	5754	HD189087        	HD 189087                	19 57 13.4148800901 +29 49 26.455056667	G8               	0
299.3145386	-26.2174739	844	HD188659 	G1V                 	0.524	4.061443063	15.57	0.166	                 	-4.799510266	HD188659        	299.31454	-26.21747	5755	HD188659        	HD 188659                	19 57 15.4892882265 -26 13 02.906373900	G1V              	0
299.3318439	-12.5679897	3507	HIP98204 	K7 V                	1.318	7.908099178	52.92	1.03	                 	-4.623174808	HIP98204        	299.33184	-12.56799	5756	HIP98204        	HD 188807                	19 57 19.6425 -12 34 04.763            	K7V              	0
299.3318439	-12.5679897	3508	HIP98204 	K7V                 	1.318	7.908099178	52.92	0.941	0.941	-4.664933187	HIP98204        	299.33184	-12.56799	5757	HIP98204        	HD 188807                	19 57 19.6425 -12 34 04.763            	K7V              	0
299.3324136	24.0881558	1909	HD189067 	G0                  	0.641	4.042565448	23.47	                 	0.14935	-4.984565989	HD189067        	299.33241	24.08816	5758	HD189067        	HD 189067                	19 57 19.7792964764 +24 05 17.360659410	G2V              	0
299.3324136	24.0881558	1910	HIP98206 	G0                  	0.641	4.042565448	23.47	0.15	0.15	-4.980399953	HIP98206        	299.33241	24.08816	5759	HIP98206        	HD 189067                	19 57 19.7792964764 +24 05 17.360659410	G2V              	0
299.4047911	-37.7450539	1056	HD188641 	G2V                 	0.626	3.44054044	16.6	0.16	                 	-4.908359325	HD188641        	299.40479	-37.74505	5760	HD188641        	HD 188641                	19 57 37.1498598921 -37 44 42.194453307	G2V              	0
299.6374342	-54.9368917	724	HD188559 	K3+V                	1.05	6.752817186	43.91	0.315300501	0.310815866	-4.903341417	HD188559        	299.63743	-54.93689	5761	HD188559        	HD 188559                	19 58 32.9841924039 -54 56 12.809933392	K3+V             	0
299.6374342	-54.9368917	725	HD188559 	K3+V                	1.05	6.752817186	43.91	                 	0.449	-4.709517627	HD188559        	299.63743	-54.93689	5762	HD188559        	HD 188559                	19 58 32.9841924039 -54 56 12.809933392	K3+V             	0
299.6374342	-54.9368917	726	HIP98316 	K3+ V               	1.05	6.752817186	43.91	0.246	                 	-5.036374753	HIP98316        	299.63743	-54.93689	5763	HIP98316        	HD 188559                	19 58 32.9841924039 -54 56 12.809933392	K3+V             	0
299.8310919	42.1688347	2065	HIP98381 	tmp                 	1.11	6.850506008	24.44	                 	0.448	-4.779882981	HIP98381        	299.83109	42.16883	5764	HIP98381        	HD 226978                	19 59 19.4620876684 +42 10 07.804904778	K6               	0
299.9413725	-20.2104103	685	HIP98413 	K2+ V               	0.92	6.419442734	27.79	0.271	                 	-4.834005142	HIP98413        	299.94137	-20.21041	5765	HIP98413        	HD 189242                	19 59 45.9294115438 -20 12 37.476660698	K2+V             	0
299.9470011	-9.9582317	6783	HD189340 	F9V                 	0.579999924	4.147992024	45.04	0.183843353	0.1824	-4.760398149	HD189340        	299.947	-9.95823	5766	HD189340        	HD 189340                	19 59 47.2802830338 -09 57 29.634435094	F9V              	0
300.0843711	-33.7034522	5918	HIP98470 	F8.5 V Fe-0.6 CH-0.5	0.498	4.051677567	47.9	0.47	                 	-4.105549039	HIP98470        	300.08437	-33.70345	5767	HIP98470        	HD 189245                	20 00 20.2490835420 -33 42 12.427710024	F7V              	0
300.1821378	22.7108533	1902	HD189733 	K0V+M4V             	0.932	6.247509726	51.94	                 	0.509783505	-4.507452007	HD189733        	300.18214	22.71085	5768	HD189733        	HD 189733                	20 00 43.7130382888 +22 42 39.071811263	K0V+M4V          	1
300.1821378	22.7108533	1903	HIP98505 	K0V+M4V             	0.932	6.247509726	51.94	0.525	0.525	-4.492679569	HIP98505        	300.18214	22.71085	5769	HIP98505        	HD 189733                	20 00 43.7130382888 +22 42 39.071811263	K0V+M4V          	1
300.3612686	10.74862	6784	HD189783 	F5V+F7V             	0.429999828	2.448858927	12.41	0.185966667	0.1831	-4.667128036	HD189783        	300.36127	10.74862	5770	HD189783        	HD 189783                	20 01 26.70449 +10 44 55.0324          	F5V+F7V          	0
300.3866675	-16.8689986	661	HIP98589 	G2- V               	0.654	4.666914257	29.2	0.186	                 	-4.807676514	HIP98589        	300.38667	-16.869	5771	HIP98589        	HD 189625                	20 01 32.8001962302 -16 52 08.395215304	G5V              	0
300.3866675	-16.8689986	662	HD189625 	G5V                 	0.654	4.666914257	29.2	                 	0.196	-4.767978255	HD189625        	300.38667	-16.869	5772	HD189625        	HD 189625                	20 01 32.8001962302 -16 52 08.395215304	G5V              	0
300.3866675	-16.8689986	663	HD189625 	G5V                 	0.654	4.666914257	29.2	0.149337022	0.143592797	-5.033822452	HD189625        	300.38667	-16.869	5773	HD189625        	HD 189625                	20 01 32.8001962302 -16 52 08.395215304	G5V              	0
300.3866675	-16.8689986	664	HIP98589 	G5V                 	0.654	4.666914257	29.2	0.2	0.2	-4.753062195	HIP98589        	300.38667	-16.869	5774	HIP98589        	HD 189625                	20 01 32.8001962302 -16 52 08.395215304	G5V              	0
300.4091042	-22.1108703	711	HD189627 	F7V                 	0.556	3.925806875	14.56	                 	0.175	-4.776094934	HD189627        	300.4091	-22.11087	5775	HD189627        	HD 189627                	20 01 38.1850200612 -22 06 39.132586382	F7V              	0
300.4668708	-69.1879431	1307	HD188748 	G4V                 	0.674	5.246040256	26.62	0.17	                 	-4.897655517	HD188748        	300.46687	-69.18794	5776	HD188748        	HD 188748                	20 01 52.0490315485 -69 11 16.594636228	G4V              	0
300.4668708	-69.1879431	1308	HIP98621 	G4 V                	0.674	5.246040256	26.62	0.158	                 	-4.960469897	HIP98621        	300.46687	-69.18794	5777	HIP98621        	HD 188748                	20 01 52.0490315485 -69 11 16.594636228	G4V              	0
300.4668708	-69.1879431	1309	HD188748 	G4V                 	0.674	5.246040256	26.62	0.120693276	0.120861326	-5.245822659	HD188748        	300.46687	-69.18794	5778	HD188748        	HD 188748                	20 01 52.0490315485 -69 11 16.594636228	G4V              	0
300.5059647	24.9380425	6785	HD190004 	F2III               	0.391999722	1.625063543	14.71	0.503733333	0.5017	-4.01467805	HD190004        	300.50596	24.93804	5779	HD190004        	* 16 Vul                 	20 02 01.43152 +24 56 16.9534          	F2III            	0
300.6147325	-52.8868222	1211	HD189406 	G0V                 	0.58	2.937291607	7.97	0.14	                 	-5.00354219	HD189406        	300.61473	-52.88682	5780	HD189406        	HD 189406                	20 02 27.5357729875 -52 53 12.559631573	G0V              	0
300.6423142	15.5920744	1879	HD190067 	K0VFe-0.9           	0.714	5.717872689	51.71	0.206	                 	-4.788985709	HD190067        	300.64231	15.59207	5781	HD190067        	HD 190067                	20 02 34.1554126834 +15 35 31.468493182	K0VFe-0.9        	0
300.6423142	15.5920744	1880	HD190067 	K0VFe-0.9           	0.73900032	5.695016489	52	0.19695	0.19695	-4.845896997	HD190067        	300.64231	15.59207	5782	HD190067        	HD 190067                	20 02 34.1554126834 +15 35 31.468493182	K0VFe-0.9        	0
300.6423142	15.5920744	1881	HD190067 	K0VFe-0.9           	0.714	5.717872689	51.71	                 	0.17415	-4.914933567	HD190067        	300.64231	15.59207	5783	HD190067        	HD 190067                	20 02 34.1554126834 +15 35 31.468493182	K0VFe-0.9        	0
300.6423142	15.5920744	1882	HIP98677 	K0VFe-0.9           	0.714	5.717872689	51.71	0.18916	0.186	-4.863714321	HIP98677        	300.64231	15.59207	5784	HIP98677        	HD 190067                	20 02 34.1554126834 +15 35 31.468493182	K0VFe-0.9        	0
300.6464967	-50.0527011	5919	HIP98679 	K5- V               	1.124	8.330698534	84.75	0.361	                 	-4.907132408	HIP98679        	300.6465	-50.0527	5785	HIP98679        	HD 189484                	20 02 35.1592177619 -50 03 09.724119656	K4V              	0
300.6960233	3.3261847	3545	HIP98698 	K4Vk:               	1.128	6.871484005	76.26	0.66224	0.669	-4.603731284	HIP98698        	300.69602	3.32618	5786	HIP98698        	HD 190007                	20 02 47.0455912903 +03 19 34.264805769	K5V              	0
300.6960233	3.3261847	3546	HD190007 	K5V                 	1.120000362	6.954348303	78.5	0.721691494	0.7212	-4.558564745	HD190007        	300.69602	3.32618	5787	HD190007        	HD 190007                	20 02 47.0455912903 +03 19 34.264805769	K5V              	0
300.6960233	3.3261847	3547	HD190007 	K4Vk:               	1.128	6.871484005	76.26	                 	0.633892857	-4.629631647	HD190007        	300.69602	3.32618	5788	HD190007        	HD 190007                	20 02 47.0455912903 +03 19 34.264805769	K5V              	0
