#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T15:32:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0ba5a703f5	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ngc6633}&key:source=J/A+A/612/A99/ic4665&HTTPPRM:&&-ref=VIZ5d0ba5a703f5&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ngc2451&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source= J/A+A/612/A99/ngc6633
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#-out.src=J/A+A/612/A99/ngc2451
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ngc6633:
#Name: J/A+A/612/A99/ngc6633
#Title: Parameters for NGC6633
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
18272570+0626491;NGC6633;GIRAFFE; 4582; 115;   2.380;   0.250;   0.164;   0.220; ;  42.800;        ;    ;   1.023;        ;  48.380;   0.241;      ;      ; 334;276.85708;+06.44697
18272590+0637595;NGC6633;GIRAFFE; 4512; 267;   4.790;   0.280;  -0.053;   0.130; ;  36.500;        ;    ;   0.935;        ;  21.749;   0.252; 0.004;      ; 335;276.85792;+06.63319
18272599+0639332;NGC6633;GIRAFFE; 4722; 235;   2.940;   0.460;  -0.210;   0.130; ;  19.600;        ;    ;   1.016;        ; -74.150;   0.242;      ;      ; 336;276.85829;+06.65922
18272604+0620008;NGC6633;GIRAFFE; 4361; 231;   4.640;   0.270;   0.240;   0.230; ;   8.000;        ;    ;   0.927;        ; -30.684;   0.244; 0.693;      ; 337;276.85850;+06.33356
18272618+0621278;NGC6633;GIRAFFE; 4796; 121;   3.290;   0.430;   0.104;   0.150; ;  18.800;        ;    ;   1.001;        ; -45.159;   0.242;      ;      ; 338;276.85908;+06.35772
18272627+0645159;NGC6633;GIRAFFE; 4874; 176;   2.700;   0.520;  -0.300;   0.240; ;  26.900;        ;    ;   1.014;        ;  56.884;   0.242;      ;      ; 339;276.85946;+06.75442
18272631+0629514;NGC6633;GIRAFFE; 4611; 148;   2.960;   0.440;   0.230;   0.230; ;  55.400;        ;    ;   1.000;        ;  33.560;   0.242;      ;      ; 340;276.85962;+06.49761
18272637+0635320;NGC6633;GIRAFFE; 4348; 201;   2.260;   0.330;   0.048;   0.180; ;  51.600;        ;    ;   1.026;        ;  77.676;   0.243;      ;      ; 341;276.85987;+06.59222
18272640+0634181;NGC6633;GIRAFFE; 6157; 100;   4.320;   0.390;  -0.320;   0.190; ;  50.400;        ;    ;   1.003;        ; -25.035;   0.242; 0.304;      ; 342;276.86000;+06.57169
18272665+0634212;NGC6633;GIRAFFE; 4345;    ;   6.472;        ;  -2.001;        ; ; 132.000;        ;    ;        ;        ; -38.157;   1.690; 0.077;      ; 343;276.86104;+06.57256
18272713+0627220;NGC6633;GIRAFFE; 4753;  84;   2.650;   0.290;  -0.045;   0.180; ;  36.200;        ;    ;   1.019;        ;  82.615;   0.242;      ;      ; 344;276.86304;+06.45611
18272747+0623261;NGC6633;GIRAFFE; 4150; 368;   4.370;   0.240;   0.120;   0.220; ;  23.300;        ;    ;   0.909;        ; -18.689;   0.247; 0.042;      ; 345;276.86446;+06.39058
18272754+0626564;NGC6633;GIRAFFE; 4702; 190;   2.820;   0.390;  -0.054;   0.180; ;  20.000;        ;    ;   1.020;        ; -15.586;   0.242;      ;      ; 346;276.86475;+06.44900
18272761+0625440;NGC6633;GIRAFFE; 4639; 105;   2.680;   0.360;   0.176;   0.230; ;  48.800;        ;    ;   1.018;        ;  48.602;   0.242;      ;      ; 347;276.86504;+06.42889
18272783+0643341;NGC6633;GIRAFFE; 4468; 166;   2.440;   0.450;  -0.001;   0.220; ;  24.600;        ;    ;   1.024;        ;   5.483;   0.241;      ;      ; 348;276.86596;+06.72614
18272800+0619295;NGC6633;GIRAFFE; 4281; 288;   4.380;   0.150;   0.104;   0.220; ;  73.100;        ;    ;   0.935;        ; -18.402;   0.244; 0.041;      ; 349;276.86667;+06.32486
18272800+0636514;NGC6633;GIRAFFE; 6377; 101;   4.190;   0.100;   0.217;   0.180; ;   8.000;        ;    ;   1.005;        ; -29.430;   0.241; 0.871;      ; 350;276.86667;+06.61428
18272824+0619378;NGC6633;GIRAFFE; 5023;  68;   4.410;   0.380;  -0.197;   0.140; ;  21.100;        ;    ;   0.981;        ;  -8.767;   0.241; 0.013;      ; 351;276.86767;+06.32717
18272832+0629237;NGC6633;GIRAFFE; 4347; 221;   2.350;   0.540;  -0.029;   0.230; ;  18.700;        ;    ;   1.032;        ;  -8.817;   0.245;      ;      ; 352;276.86800;+06.48992
18272875+0621250;NGC6633;GIRAFFE; 5612; 118;   4.360;   0.240;   0.195;   0.130; ;  23.800;        ;    ;   0.990;        ;  -5.581;   0.242; 0.010;      ; 353;276.86979;+06.35694
18272931+0637103;NGC6633;GIRAFFE; 4801; 201;   2.740;   0.350;  -0.234;   0.200; ;  44.900;        ;    ;   1.020;        ;  72.619;   0.249;      ;      ; 354;276.87212;+06.61953
18272971+0645296;NGC6633;GIRAFFE; 4581; 145;   2.360;   0.360;  -0.138;   0.150; ;  20.800;        ;    ;   1.029;        ; -57.909;   0.270;      ;      ; 355;276.87379;+06.75822
18273017+0629261;NGC6633;GIRAFFE; 4440; 196;   2.440;   0.320;   0.374;   0.280; ;  63.300;        ;    ;   1.024;        ;  34.401;   0.241;      ;      ; 356;276.87571;+06.49058
18273023+0635544;NGC6633;GIRAFFE; 4199; 277;   4.420;   0.270;   0.100;   0.240; ;  76.800;        ;    ;   0.916;        ;  19.769;   0.409; 0.002;      ; 357;276.87596;+06.59844
18273064+0625255;NGC6633;GIRAFFE; 4893; 189;   2.900;   0.480;  -0.211;   0.170; ;  19.900;        ;    ;   1.014;        ; -58.675;   0.241;      ;      ; 358;276.87767;+06.42375
18273092+0628026;NGC6633;GIRAFFE; 4927; 162;   3.180;   0.330;  -0.138;   0.190; ;  27.500;        ;    ;   1.008;        ; -11.042;   0.246;      ;      ; 359;276.87883;+06.46739
18273096+0625085;NGC6633;GIRAFFE; 4618; 182;   2.520;   0.440;  -0.230;   0.190; ;  18.700;        ;    ;   1.030;        ; -70.307;   0.247;      ;      ; 360;276.87900;+06.41903
18273112+0639345;NGC6633;GIRAFFE; 4739; 300;   2.780;   0.500;  -0.390;   0.310; ;  21.800;        ;    ;   1.010;        ;  24.808;   0.242;      ;      ; 361;276.87967;+06.65958
18273119+0631131;NGC6633;GIRAFFE; 4139; 348;   4.570;   0.220;  -0.041;   0.210; ; 108.000;        ;    ;   0.890;        ; -51.688;   0.274; 0.028;      ; 362;276.87996;+06.52031
18273154+0622007;NGC6633;GIRAFFE; 4647; 229;   4.650;   0.390;  -0.164;   0.160; ;   8.100;        ;    ;   0.962;        ; -27.285;   0.244; 0.767;      ; 363;276.88142;+06.36686
18273186+0638597;NGC6633;GIRAFFE; 4699; 118;   2.550;   0.300;   0.042;   0.260; ;  36.500;        ;    ;   1.023;        ;  98.448;   0.241;      ;      ; 364;276.88275;+06.64992
18273203+0636522;NGC6633;GIRAFFE; 4346; 213;   4.460;   0.240;  -0.709;   0.680; ;  12.200;        ;    ;   0.935;        ; -23.876;   0.245; 0.168;      ; 365;276.88346;+06.61450
18273206+0642008;NGC6633;GIRAFFE; 4895; 212;   2.950;   0.440;  -0.111;   0.220; ;  59.800;        ;    ;   1.016;        ;   1.791;   0.241;      ;      ; 366;276.88358;+06.70022
18273238+0637521;NGC6633;GIRAFFE; 4910; 129;   3.230;   0.380;  -0.045;   0.140; ;  26.300;        ;    ;   1.007;        ; -65.370;   0.241;      ;      ; 367;276.88492;+06.63114
18273258+0619524;NGC6633;GIRAFFE; 5491; 124;   4.394;   0.231;   0.009;   0.099;<;   9.000;        ;   3;   0.983;        ;  10.344;   0.244;      ;      ; 368;276.88575;+06.33122
18273289+0644129;NGC6633;GIRAFFE; 4540; 139;   2.540;   0.460;   0.022;   0.240; ;  25.800;        ;    ;   1.023;        ;  79.848;   0.244;      ;      ; 369;276.88704;+06.73692
18273343+0624340;NGC6633;GIRAFFE; 4699; 110;   2.570;   0.260;  -0.068;   0.180; ;  37.000;        ;    ;   1.015;        ;  87.005;   0.242;      ;      ; 370;276.88929;+06.40944
18273346+0620313;NGC6633;GIRAFFE; 5325;  47;   3.920;   0.400;   0.176;   0.150; ;  27.100;        ;    ;   0.998;        ;  16.306;   0.241; 0.004;      ; 371;276.88942;+06.34203
18273366+0620183;NGC6633;GIRAFFE; 4994; 167;   3.540;   0.400;  -0.161;   0.170; ;  35.400;        ;    ;   1.003;        ;  10.910;   0.255;      ;      ; 372;276.89025;+06.33842
18273375+0618380;NGC6633;GIRAFFE; 4815; 118;   4.500;   0.340;  -0.039;   0.140; ;  27.200;        ;    ;   0.971;        ; -53.623;   0.244; 0.035;      ; 373;276.89062;+06.31056
18273385+0626554;NGC6633;GIRAFFE; 4396; 239;   4.640;   0.360;  -0.062;   0.130; ;  40.700;        ;    ;   0.935;        ; -18.169;   0.315; 0.031;      ; 374;276.89104;+06.44872
18273422+0641210;NGC6633;GIRAFFE; 4742; 230;   3.180;   0.280;  -0.100;   0.160; ;  24.400;        ;    ;   1.001;        ; -70.048;   0.243;      ;      ; 375;276.89258;+06.68917
18273428+0638571;NGC6633;GIRAFFE; 4004; 284;   4.720;   0.140;  -0.475;   0.320; ;  22.900;        ;    ;   0.846;        ;  -3.900;   0.240; 0.008;      ; 376;276.89283;+06.64919
18273477+0621112;NGC6633;GIRAFFE; 4990;  97;   3.370;   0.420;  -0.330;   0.170; ;  50.600;        ;    ;   1.005;        ;  67.184;   0.252;      ;      ; 377;276.89487;+06.35311
18273488+0640451;NGC6633;GIRAFFE; 4561; 209;   5.010;   0.620;   0.125;   0.210; ;  51.400;        ;    ;   0.908;        ; -41.638;   0.353; 0.046;      ; 378;276.89533;+06.67919
18273510+0628296;NGC6633;GIRAFFE; 4640;  67;   2.860;   0.470;   0.306;   0.300; ;  60.100;        ;    ;   1.006;        ;   1.212;   0.259;      ;      ; 379;276.89625;+06.47489
18273557+0631425;NGC6633;GIRAFFE; 4559; 172;   2.470;   0.340;  -0.137;   0.200; ;  21.700;        ;    ;   1.018;        ;  63.227;   0.241;      ;      ; 380;276.89821;+06.52847
18273607+0623384;NGC6633;GIRAFFE; 4518; 167;   2.450;   0.320;   0.239;   0.290; ;  56.300;        ;    ;   1.021;        ;  -0.970;   0.246;      ;      ; 381;276.90029;+06.39400
18273613+0624424;NGC6633;GIRAFFE; 3618; 147;   4.380;   0.110;  -0.056;   0.120; ;  86.800;        ;    ;   0.817;        ;  21.356;   0.309; 0.003;      ; 382;276.90054;+06.41178
18273626+0642476;NGC6633;GIRAFFE; 4613; 205;   2.700;   0.540;   0.112;   0.240; ;  35.100;        ;    ;   1.026;        ;   1.461;   0.241;      ;      ; 383;276.90108;+06.71322
18273640+0626057;NGC6633;GIRAFFE; 4066; 181;   3.770;   0.340;   0.479;   0.140; ; 121.000;        ;    ;   0.930;        ; -54.281;   0.487; 0.024;      ; 384;276.90167;+06.43492
18273641+0644199;NGC6633;GIRAFFE; 4484; 173;   2.720;   0.490;   0.254;   0.220; ;  73.400;        ;    ;   1.015;        ;  15.591;   0.242;      ;      ; 385;276.90171;+06.73886
18273654+0625175;NGC6633;GIRAFFE; 4799; 174;   2.810;   0.390;  -0.036;   0.200; ;  70.700;        ;    ;   1.020;        ;-115.027;   0.242;      ;      ; 386;276.90225;+06.42153
18273663+0636442;NGC6633;GIRAFFE; 4464; 289;   4.970;   0.350;  -0.433;   0.250; ;  33.600;        ;    ;   0.909;        ;  20.148;   0.261; 0.003;      ; 387;276.90262;+06.61228
18273677+0628312;NGC6633;GIRAFFE; 4829; 178;   2.950;   0.320;  -0.029;   0.170; ;  11.200;        ;    ;   1.013;        ;   0.713;   0.254;      ;      ; 388;276.90321;+06.47533
18273686+0626236;NGC6633;GIRAFFE; 4619; 189;   2.630;   0.360;  -0.092;   0.180; ;  21.500;        ;    ;   1.020;        ; -13.451;   0.241;      ;      ; 389;276.90358;+06.43989
18273690+0620587;NGC6633;GIRAFFE; 4171; 247;   4.690;   0.190;  -0.232;   0.170; ;  55.000;        ;    ;   0.890;        ;  -2.971;   0.287; 0.006;      ; 390;276.90375;+06.34964
18273710+0643340;NGC6633;GIRAFFE; 4569; 178;   2.500;   0.270;   0.214;   0.240; ;  43.100;        ;    ;   1.015;        ;  22.473;   0.241;      ;      ; 391;276.90458;+06.72611
18273713+0638152;NGC6633;GIRAFFE; 4929; 157;   2.730;   0.500;  -0.286;   0.230; ;  13.400;        ;    ;   1.015;        ;  -1.636;   0.243;      ;      ; 392;276.90471;+06.63756
18273842+0643318;NGC6633;GIRAFFE; 4392; 207;   2.410;   0.590;  -0.036;   0.250; ;  30.900;        ;    ;   1.032;        ;  -6.429;   0.242;      ;      ; 393;276.91008;+06.72550
18273872+0641595;NGC6633;GIRAFFE; 4747;  87;   2.810;   0.370;   0.203;   0.240; ;  34.400;        ;    ;   1.005;        ; -27.574;   0.246;      ;      ; 394;276.91133;+06.69986
18273909+0625339;NGC6633;GIRAFFE; 4146;  52;   5.002;        ;  -0.778;        ; ;  57.000;        ;    ;        ;        ;  31.068;   0.848; 0.004;      ; 395;276.91287;+06.42608
18273915+0637485;NGC6633;GIRAFFE; 4818; 211;   2.950;   0.320;  -0.146;   0.200; ;  30.800;        ;    ;   1.009;        ;  41.506;   0.240;      ;      ; 396;276.91312;+06.63014
18273928+0624168;NGC6633;GIRAFFE; 4585; 125;   2.330;   0.290;   0.134;   0.270; ;  30.500;        ;    ;   1.032;        ; 112.461;   0.244;      ;      ; 397;276.91367;+06.40467
18273946+0620558;NGC6633;GIRAFFE; 4680; 124;   2.580;   0.270;   0.139;   0.210; ;  49.500;        ;    ;   1.021;        ;   5.818;   0.248;      ;      ; 398;276.91442;+06.34883
18273950+0643418;NGC6633;GIRAFFE; 4729; 212;   2.880;   0.520;   0.070;   0.200; ;  42.300;        ;    ;   1.019;        ; -17.164;   0.241;      ;      ; 399;276.91458;+06.72828
18273972+0634303;NGC6633;GIRAFFE; 4683; 104;   2.650;   0.310;   0.212;   0.290; ;  41.800;        ;    ;   1.017;        ;  96.641;   0.242;      ;      ; 400;276.91550;+06.57508
18273992+0639364;NGC6633;GIRAFFE; 4578; 200;   2.530;   0.360;  -0.140;   0.180; ;  29.100;        ;    ;   1.014;        ; -83.894;   0.241;      ;      ; 401;276.91633;+06.66011
18274015+0639075;NGC6633;GIRAFFE; 3690; 431;   4.560;   0.100;  -0.116;   0.130; ;  63.300;        ;    ;   0.802;        ; -39.272;   0.272; 0.065;      ; 402;276.91729;+06.65208
18274031+0625206;NGC6633;GIRAFFE; 4659; 183;   2.630;   0.500;  -0.062;   0.240; ;  27.500;        ;    ;   1.037;        ; -10.394;   0.247;      ;      ; 403;276.91796;+06.42239
18274048+0636217;NGC6633;GIRAFFE; 4566; 209;   2.090;   0.310;  -0.109;   0.200; ;  21.400;        ;    ;   1.032;        ;  -3.647;   0.242;      ;      ; 404;276.91867;+06.60603
18274134+0625310;NGC6633;GIRAFFE; 4389; 185;   2.380;   0.440;   0.020;   0.210; ;  20.300;        ;    ;   1.030;        ;  50.525;   0.242;      ;      ; 405;276.92225;+06.42528
18274143+0630541;NGC6633;GIRAFFE; 5027; 125;   4.503;   0.229;  -0.267;   0.103;<;   6.300;        ;   3;   0.982;        ; -45.491;   0.242;      ;      ; 406;276.92262;+06.51503
18274148+0623448;NGC6633;GIRAFFE; 6007; 114;   3.953;   0.231;   0.294;   0.093;<;   4.100;        ;   3;   1.003;        ; -36.380;   0.241;      ;      ; 407;276.92283;+06.39578
18274161+0635139;NGC6633;GIRAFFE; 4571;  81;   2.660;   0.370;   0.280;   0.250; ;  52.200;        ;    ;   1.020;        ;  26.712;   0.244;      ;      ; 408;276.92337;+06.58719
18274167+0626184;NGC6633;GIRAFFE; 3798; 400;   5.020;   0.460;  -0.846;   0.810; ;  83.500;        ;    ;   0.799;        ; -29.162;   0.403; 0.886;      ; 409;276.92362;+06.43844
18274228+0639476;NGC6633;GIRAFFE; 4546; 302;   3.050;   0.600;   0.186;   0.420; ;  64.700;        ;    ;   0.999;        ;  97.457;   0.268;      ;      ; 410;276.92617;+06.66322
18274237+0637573;NGC6633;GIRAFFE; 3978; 252;   4.660;   0.130;  -0.216;   0.400; ;  77.400;        ;    ;   0.850;        ;   0.965;   0.354; 0.005;      ; 411;276.92654;+06.63258
18274267+0639082;NGC6633;GIRAFFE; 6153; 125;   3.841;   0.241;   0.038;   0.105; ; 124.000;   0.900;   0;   1.011;        ; -19.280;   0.246;      ;      ; 412;276.92779;+06.65228
18274289+0639221;NGC6633;GIRAFFE; 4514; 194;   2.500;   0.370;   0.216;   0.310; ;  65.400;        ;    ;   1.021;        ;  62.682;   0.241;      ;      ; 413;276.92871;+06.65614
18274292+0635377;NGC6633;GIRAFFE; 4266; 295;   4.700;   0.400;  -0.526;   0.630; ;  36.300;        ;    ;   0.912;        ; -35.284;   0.496; 0.116;      ; 414;276.92883;+06.59381
18274331+0625100;NGC6633;GIRAFFE; 3592; 124;   4.450;   0.080;  -0.056;   0.130; ;  47.800;        ;    ;   0.813;        ; -33.971;   0.265; 0.170;      ; 415;276.93046;+06.41944
18274341+0641115;NGC6633;GIRAFFE; 6421; 100;   4.350;   0.180;  -0.199;   0.190; ;  36.100;        ;    ;   1.002;        ;   1.037;   0.241; 0.008;      ; 416;276.93087;+06.68653
18274382+0639395;NGC6633;GIRAFFE; 4606;  96;   4.600;   0.420;  -0.452;   0.600; ;  24.900;        ;    ;   0.956;        ; -32.777;   0.255; 0.284;      ; 417;276.93258;+06.66097
18274399+0627020;NGC6633;GIRAFFE; 4273; 269;   4.830;   0.320;  -0.163;   0.170; ;  16.000;        ;    ;   0.904;        ; -41.797;   0.241; 0.056;      ; 418;276.93329;+06.45056
18274416+0640040;NGC6633;GIRAFFE; 5594; 118;   4.193;   0.223;   0.415;   0.096;<;   5.900;        ;   3;   0.988;        ; -30.266;   0.242;      ;      ; 419;276.93400;+06.66778
18274447+0635548;NGC6633;GIRAFFE; 4882; 181;   3.180;   0.260;  -0.254;   0.200; ;  11.900;        ;    ;   1.004;        ; -12.825;   0.241;      ;      ; 420;276.93529;+06.59856
18274478+0622537;NGC6633;GIRAFFE; 4459; 154;   4.700;   0.300;   0.083;   0.180; ;  19.000;        ;    ;   0.938;        ; -31.833;   0.241; 0.444;      ; 421;276.93658;+06.38158
18274504+0635336;NGC6633;GIRAFFE; 4929; 109;   2.760;   0.490;  -0.408;   0.190; ;  30.400;        ;    ;   1.016;        ; 120.565;   0.246;      ;      ; 422;276.93767;+06.59267
18274522+0627295;NGC6633;GIRAFFE; 4635; 221;   2.700;   0.470;  -0.079;   0.270; ;  25.000;        ;    ;   1.014;        ;  44.786;   0.244;      ;      ; 423;276.93842;+06.45819
18274544+0637141;NGC6633;GIRAFFE; 4832; 175;   2.560;   0.440;  -0.529;   0.220; ;  29.300;        ;    ;   1.008;        ;  65.718;   0.243;      ;      ; 424;276.93933;+06.62058
18274549+0636360;NGC6633;GIRAFFE; 5593; 110;   4.280;   0.400;  -0.091;   0.140; ;  49.300;        ;    ;   0.998;        ; -28.050;   0.241; 0.867;      ; 425;276.93954;+06.61000
18274582+0623053;NGC6633;GIRAFFE; 4476; 168;   2.530;   0.580;  -0.063;   0.270; ;  30.600;        ;    ;   1.028;        ;  28.088;   0.242;      ;      ; 426;276.94092;+06.38481
18274650+0645393;NGC6633;GIRAFFE; 4512; 181;   2.620;   0.380;   0.199;   0.250; ;  22.600;        ;    ;   1.018;        ; -45.597;   0.242;      ;      ; 427;276.94375;+06.76092
18274670+0629072;NGC6633;GIRAFFE; 4782;  84;   2.710;   0.280;   0.107;   0.230; ;  36.400;        ;    ;   1.015;        ;  84.337;   0.242;      ;      ; 428;276.94458;+06.48533
18274680+0635258;NGC6633;GIRAFFE; 6128;   7;   3.840;   0.030;  -0.248;   0.340; ;  17.300;        ;    ;   1.005;        ;  -2.842;   0.243; 0.009;      ; 429;276.94500;+06.59050
18274725+0640462;NGC6633;GIRAFFE; 5227; 114;   4.445;   0.234;  -0.062;   0.103; ;  20.200;   1.000;   0;   0.985;        ; -27.696;   0.242;      ;      ; 430;276.94687;+06.67950
18274727+0636240;NGC6633;GIRAFFE; 4746; 203;   3.030;   0.450;  -0.058;   0.150; ;  22.900;        ;    ;   1.009;        ; -49.294;   0.242;      ;      ; 431;276.94696;+06.60667
18274739+0637129;NGC6633;GIRAFFE; 4324; 206;   4.540;   0.240;  -0.030;   0.130; ;  25.500;        ;    ;   0.928;        ;   3.388;   0.244; 0.005;      ; 432;276.94746;+06.62025
18274747+0632037;NGC6633;GIRAFFE; 4187; 282;   4.730;   0.160;  -0.422;   0.400; ; 115.200;        ;    ;   0.874;        ;  23.289;   0.365; 0.003;      ; 433;276.94779;+06.53436
18274764+0628186;NGC6633;GIRAFFE; 5097;  44;   3.160;   0.500;  -0.313;   0.200; ;  43.700;        ;    ;   1.015;        ;  -5.451;   0.328;      ;      ; 434;276.94850;+06.47183
18274776+0635400;NGC6633;GIRAFFE; 4861; 166;   2.900;   0.350;  -0.101;   0.180; ;  10.500;        ;    ;   1.020;        ;  -3.138;   0.243;      ;      ; 435;276.94900;+06.59444
18274858+0634381;NGC6633;GIRAFFE; 5956; 161;   4.270;   0.160;   0.295;   0.180; ;  97.300;        ;    ;   0.997;        ; -45.493;   0.241; 0.048;      ; 436;276.95242;+06.57725
18274871+0626105;NGC6633;GIRAFFE; 5360; 341;   4.350;   0.560;   0.090;   0.170; ;  34.000;        ;    ;   0.994;        ; -40.085;   0.655; 0.051;      ; 437;276.95296;+06.43625
18274926+0638189;NGC6633;GIRAFFE; 4675; 299;   2.840;   0.400;  -0.054;   0.240; ;  37.500;        ;    ;   1.011;        ;  32.415;   0.241;      ;      ; 438;276.95525;+06.63858
18274964+0629212;NGC6633;GIRAFFE; 4349; 197;   4.590;   0.170;   0.021;   0.150; ;  28.000;        ;    ;   0.925;        ;   6.761;   0.412; 0.003;      ; 439;276.95683;+06.48922
18274971+0633520;NGC6633;GIRAFFE; 4833; 179;   2.990;   0.400;  -0.349;   0.210; ;  35.000;        ;    ;   1.011;        ;  58.228;   0.246;      ;      ; 440;276.95712;+06.56444
18274995+0622548;NGC6633;GIRAFFE; 4224; 252;   2.150;   0.480;  -0.001;   0.200; ;  33.700;        ;    ;   1.042;        ; -30.348;   0.245;      ;      ; 441;276.95812;+06.38189
18275076+0624423;NGC6633;GIRAFFE; 4960; 143;   2.810;   0.460;  -0.384;   0.240; ;  10.000;        ;    ;   1.017;        ;  33.688;   0.253;      ;      ; 442;276.96150;+06.41175
18275114+0639515;NGC6633;GIRAFFE; 4923; 154;   2.750;   0.420;  -0.130;   0.180; ;  19.900;        ;    ;   1.023;        ;   4.426;   0.243;      ;      ; 443;276.96308;+06.66431
18275187+0642487;NGC6633;GIRAFFE; 4922; 148;   3.310;   0.230;   0.098;   0.160; ;  35.300;        ;    ;   1.000;        ;  46.281;   0.242;      ;      ; 444;276.96612;+06.71353
18275252+0630342;NGC6633;GIRAFFE; 4676; 156;   2.520;   0.320;   0.003;   0.150; ;  41.700;        ;    ;   1.037;        ;  64.978;   0.243;      ;      ; 445;276.96883;+06.50950
18275260+0635045;NGC6633;GIRAFFE; 4010; 303;   4.560;   0.080;  -0.572;   0.440; ;  80.200;        ;    ;   0.853;        ;  12.172;   0.405; 0.003;      ; 446;276.96917;+06.58458
18275262+0638186;NGC6633;GIRAFFE; 4675; 112;   2.460;   0.390;  -0.155;   0.190; ;  33.900;        ;    ;   1.024;        ;   7.632;   0.256;      ;      ; 447;276.96925;+06.63850
18275270+0622319;NGC6633;GIRAFFE; 4717; 158;   2.640;   0.300;   0.098;   0.260; ;  33.400;        ;    ;   1.017;        ;  25.409;   0.242;      ;      ; 448;276.96958;+06.37553
18275296+0632110;NGC6633;GIRAFFE; 4610; 136;   2.460;   0.260;   0.094;   0.210; ;  41.100;        ;    ;   1.020;        ;  64.880;   0.241;      ;      ; 449;276.97067;+06.53639
18275301+0627189;NGC6633;GIRAFFE; 4867;  85;   2.880;   0.330;   0.114;   0.200; ;  29.300;        ;    ;   1.011;        ;   9.532;   0.244;      ;      ; 450;276.97087;+06.45525
