#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T14:02:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0b8d99052c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=35	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ic2602}&key:source=J/A+A/612/A99/ic2391&HTTPPRM:&&-ref=VIZ5d0b8d99052c&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ic2391&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source= J/A+A/612/A99/ic2602
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#-out.src=J/A+A/612/A99/ic2391
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ic2602:
#Name: J/A+A/612/A99/ic2602
#Title: Parameters for IC2602
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
162.0197500;-64.6757222;10480474-6440326; IC2602;GIRAFFE; 4958; 147;   2.479;        ;  -0.150;   0.214;<;  20.000;        ;   3;   1.015;   0.003; 106.438;   0.241;      ;      ;1083;162.01975;-64.67572
162.0213333;-63.5904722;10480512-6335257; IC2602;GIRAFFE; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ; -10.295;  11.950;      ;      ;1084;162.02133;-63.59047
162.0249167;-63.3547778;10480598-6321172; IC2602;GIRAFFE; 4932;  87;   2.867;   0.198;  -0.056;   0.085;<;  37.500;        ;   3;   1.016;   0.006;  22.477;   0.248;      ;      ;1085;162.02492;-63.35478
162.0258750;-64.0869167;10480621-6405129; IC2602;GIRAFFE; 4473; 191;   2.159;   0.152;   0.157;   0.049;<;  57.600;        ;   3;   1.019;   0.002;  18.076;   0.240;      ;      ;1086;162.02587;-64.08692
162.0261667;-63.9830833;10480628-6358591; IC2602;GIRAFFE; 4498; 224;   2.580;        ;   0.059;   0.126;<;  39.100;        ;   3;   1.031;   0.002;  15.553;   0.240;      ;      ;1087;162.02617;-63.98308
162.0297917;-64.6192500;10480715-6437093; IC2602;GIRAFFE; 4530; 160;   2.307;        ;  -0.050;   0.091;<;  33.500;        ;   3;   1.022;   0.002;  26.779;   0.240;      ;      ;1088;162.02979;-64.61925
162.0328750;-63.5596944;10480789-6333349; IC2602;GIRAFFE; 4780; 259;   2.373;        ;  -0.136;   0.227;<;  14.000;        ;   3;   1.018;   0.002;  -3.697;   0.241;      ;      ;1089;162.03287;-63.55969
162.0347917;-63.3424444;10480835-6320328; IC2602;GIRAFFE; 4893; 128;   3.080;        ;  -0.039;   0.107;<;  26.800;        ;   3;   1.016;   0.005; -33.863;   0.245;      ;      ;1090;162.03479;-63.34244
162.0412500;-63.4859444;10480990-6329094; IC2602;GIRAFFE; 4400; 242;   2.450;        ;   0.136;   0.081; ;  64.000;        ;   0;   1.021;   0.003;  31.987;   0.240;      ;      ;1091;162.04125;-63.48594
162.0432083;-63.8520833;10481037-6351075; IC2602;GIRAFFE; 4815; 112;   2.630;   0.153;  -0.013;   0.034;<;  31.000;        ;   3;   1.021;   0.003;  -2.324;   0.241;      ;      ;1092;162.04321;-63.85208
162.0455000;-63.8366111;10481092-6350118; IC2602;GIRAFFE; 5085;  27;   3.099;   0.139;   0.010;   0.015;<;  27.000;        ;   3;   1.016;   0.003; -25.573;   0.241;      ;      ;1093;162.04550;-63.83661
162.0460833;-63.3531389;10481106-6321113; IC2602;GIRAFFE; 5133;  17;   3.598;   0.091;  -0.086;   0.101; ;  38.100;        ;   0;   1.001;   0.006;  10.991;   0.257;      ;      ;1094;162.04608;-63.35314
162.0513750;-63.8512500;10481233-6351045; IC2602;GIRAFFE; 5792;  13;   4.010;   0.177;  -0.321;   0.108; ;  91.700;   1.650;   0;   0.998;   0.002;  -1.594;   0.242;      ;      ;1095;162.05137;-63.85125
162.0515000;-65.0246944;10481236-6501289; IC2602;GIRAFFE; 4842;  60;   2.614;   0.104;  -0.081;   0.092;<;  23.800;        ;   3;   1.018;   0.003;  47.028;   0.241;      ;      ;1096;162.05150;-65.02469
162.0591250;-63.8533611;10481419-6351121; IC2602;GIRAFFE; 4567;  42;   2.620;        ;  -0.147;   0.119;<;  24.700;        ;   3;   1.028;   0.002; -22.555;   0.240;      ;      ;1097;162.05912;-63.85336
162.0607917;-65.0205556;10481459-6501140; IC2602;GIRAFFE; 4580;  86;   2.470;   0.175;   0.119;   0.031; ;  90.000;   2.200;   0;   1.019;   0.002;  11.082;   0.240;      ;      ;1098;162.06079;-65.02056
162.0626667;-64.5567500;10481504-6433243; IC2602;GIRAFFE; 5034; 156;   3.330;        ;  -0.100;   0.107; ;  37.550;   1.695;   0;   1.015;   0.003; -28.245;   0.242;      ;      ;1099;162.06267;-64.55675
162.0635417;-63.3703889;10481525-6322134; IC2602;GIRAFFE; 5066;  72;   2.816;        ;  -0.018;   0.057; ;  23.600;   1.605;   0;   1.015;   0.003;   7.010;   0.241;      ;      ;1100;162.06354;-63.37039
162.0654167;-63.4045000;10481570-6324162; IC2602;GIRAFFE; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ; 376.190;   5.690;      ;      ;1101;162.06542;-63.40450
162.0655833;-64.4724167;10481574-6428207; IC2602;GIRAFFE; 4761;  64;   2.556;   0.138;  -0.009;   0.074; ;  38.700;        ;   0;   1.023;   0.003;  38.961;   0.241;      ;      ;1102;162.06558;-64.47242
162.0719583;-63.4346944;10481727-6326049; IC2602;GIRAFFE; 4697;  20;   2.499;   0.073;  -0.036;   0.068;<;  29.100;        ;   3;   1.019;   0.001;   9.974;   0.240;      ;      ;1103;162.07196;-63.43469
162.0731250;-63.3487500;10481755-6320555; IC2602;GIRAFFE; 4790;  71;   2.710;   0.053;   0.031;   0.058; ;  69.233;  13.755;   0;   1.008;   0.004;  31.801;   0.243;      ;      ;1104;162.07312;-63.34875
162.0740833;-64.7261389;10481778-6443341; IC2602;GIRAFFE; 4861;  14;   2.679;   0.017;   0.012;   0.026;<;  33.300;        ;   3;   1.016;   0.002;  11.282;   0.240;      ;      ;1105;162.07408;-64.72614
162.0790833;-65.0078333;10481898-6500282; IC2602;GIRAFFE; 5068;  14;   3.063;   0.203;  -0.105;   0.052;<;  24.000;        ;   3;   1.016;   0.002; -52.718;   0.241;      ;      ;1106;162.07908;-65.00783
162.0806667;-64.1385556;10481936-6408188; IC2602;GIRAFFE; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;  38.004;   1.708;      ;      ;1107;162.08067;-64.13856
162.0861250;-64.1123056;10482067-6406443; IC2602;GIRAFFE; 4648;  83;   2.560;   0.170;   0.084;   0.037;<;  44.500;        ;   3;   1.017;   0.002;   4.130;   0.240;      ;      ;1108;162.08612;-64.11231
162.0880417;-64.7569444;10482113-6445250; IC2602;GIRAFFE; 4540; 110;   2.278;   0.183;   0.030;   0.091;<;  49.000;        ;   3;   1.025;   0.002;  55.675;   0.240;      ;      ;1109;162.08804;-64.75694
162.0937500;-64.0456111;10482250-6402442; IC2602;GIRAFFE; 4496; 201;   2.529;        ;   0.133;   0.039; ; 224.050;   1.515;   0;   1.025;   0.002;  59.511;   0.240;      ;      ;1110;162.09375;-64.04561
162.0956250;-63.4511944;10482295-6327043; IC2602;GIRAFFE; 4911;  98;   3.737;        ;  -0.024;   0.049; ;  51.100;        ;   0;   1.015;   0.005;  10.000;   0.247;      ;      ;1111;162.09562;-63.45119
162.1037917;-63.8967500;10482491-6353483; IC2602;GIRAFFE; 5039;  31;   3.048;   0.035;   0.060;   0.025;<;  22.600;        ;   3;   1.016;   0.001; -17.102;   0.240;      ;      ;1112;162.10379;-63.89675
162.1047500;-63.5179722;10482514-6331047; IC2602;GIRAFFE; 4486; 174;   3.936;        ;   0.119;   0.061;<;  60.900;        ;   3;   1.020;   0.002;   3.057;   0.240;      ;      ;1113;162.10475;-63.51797
162.1078333;-64.7454722;10482588-6444437; IC2602;GIRAFFE; 4765;  54;   2.606;   0.064;   0.020;   0.075;<;  31.300;        ;   3;   1.013;   0.002;  26.589;   0.240;      ;      ;1114;162.10783;-64.74547
162.1079583;-64.7002500;10482591-6442009; IC2602;GIRAFFE; 4945; 233;   3.190;        ;  -0.117;   0.267;<;  24.500;        ;   3;   1.019;   0.003;  30.669;   0.243;      ;      ;1115;162.10796;-64.70025
162.1290000;-63.9240556;10483096-6355266; IC2602;GIRAFFE; 4706;  21;   2.523;   0.046;   0.034;   0.008;<;  34.100;        ;   3;   1.021;   0.003;  -2.567;   0.241;      ;      ;1116;162.12900;-63.92406
162.1313333;-64.1129167;10483152-6406465; IC2602;GIRAFFE; 3864; 119;   4.630;        ;  -0.160;        ; ; 110.800;        ;   0;   0.841;   0.002;  16.461;   0.241; 0.882;      ;1117;162.13133;-64.11292
162.1342500;-63.4367222;10483222-6326122; IC2602;GIRAFFE; 4714;  45;   2.524;   0.061;   0.011;   0.001;<;  35.900;        ;   3;   1.017;   0.002; -15.719;   0.240;      ;      ;1118;162.13425;-63.43672
162.1344167;-63.9257500;10483226-6355327; IC2602;GIRAFFE; 4718; 163;   2.011;   0.014;  -0.345;   0.007;<;  27.000;        ;   3;   1.025;   0.002; -11.694;   0.240;      ;      ;1119;162.13442;-63.92575
162.1350833;-65.3118611;10483242-6518427; IC2602;GIRAFFE; 4913; 176;   3.080;        ;  -0.108;   0.139;<;  20.000;        ;   3;   1.018;   0.004;  35.533;   0.243;      ;      ;1120;162.13508;-65.31186
162.1438333;-64.6603611;10483452-6439373; IC2602;GIRAFFE; 4878; 228;   2.990;        ;  -0.091;   0.161;<;  20.400;        ;   3;   1.020;   0.002; -50.225;   0.240;      ;      ;1121;162.14383;-64.66036
162.1514167;-63.8478056;10483634-6350521; IC2602;GIRAFFE; 4859;  55;   2.654;   0.124;  -0.025;   0.052;<;  30.800;        ;   3;   1.023;   0.001;  -4.601;   0.240;      ;      ;1122;162.15142;-63.84781
162.1540833;-65.0385556;10483698-6502188; IC2602;GIRAFFE; 4588;  64;   2.465;   0.181;   0.086;   0.035;<;  51.600;        ;   3;   1.022;   0.004; -29.437;   0.241;      ;      ;1123;162.15408;-65.03856
162.1565417;-65.1780833;10483757-6510411; IC2602;GIRAFFE; 4494; 109;   2.600;        ;  -0.088;   0.057;<;  28.200;        ;   3;   1.039;   0.003; -23.636;   0.241;      ;      ;1124;162.15654;-65.17808
162.1578333;-64.9300833;10483788-6455483; IC2602;GIRAFFE; 4680; 129;   2.720;        ;  -0.125;   0.116;<;  30.800;        ;   3;   1.017;   0.003;  41.088;   0.241;      ;      ;1125;162.15783;-64.93008
162.1640000;-63.4650556;10483936-6327542; IC2602;GIRAFFE; 4654;    ;   2.690;        ;   0.130;        ; ; 391.200;   3.615;   0;   1.030;   0.003;  51.296;   0.240;      ;      ;1126;162.16400;-63.46506
162.1648750;-63.3853611;10483957-6323073; IC2602;GIRAFFE; 4389; 228;   2.510;        ;  -0.355;   0.205; ;  42.400;        ;   0;   1.043;   0.006; 144.967;   0.249;      ;      ;1127;162.16487;-63.38536
162.1763750;-64.1027778;10484233-6406100; IC2602;GIRAFFE; 4525; 137;   2.530;        ;  -0.093;   0.095;<;  23.400;        ;   3;   1.034;   0.003;  21.217;   0.240;      ;      ;1128;162.17637;-64.10278
162.1788750;-64.7353056;10484293-6444071; IC2602;GIRAFFE; 5122;   6;   3.370;        ;   0.034;   0.020;<;  22.400;        ;   3;   1.015;   0.001;  -4.889;   0.240;      ;      ;1129;162.17887;-64.73531
162.1790000;-63.4133611;10484296-6324481; IC2602;GIRAFFE; 4530; 153;   4.930;        ;   0.118;   0.031;<;  54.200;        ;   3;   1.026;   0.003;  30.957;   0.241;      ;      ;1130;162.17900;-63.41336
162.1824167;-64.4805556;10484378-6428500; IC2602;GIRAFFE; 4616;    ;   2.776;        ;   0.448;        ;<;  30.800;        ;   3;   1.030;   0.005;  19.036;   0.245;      ;      ;1131;162.18242;-64.48056
162.1855000;-63.8066667;10484452-6348240; IC2602;GIRAFFE; 3487;  64;   2.806;        ;  -0.220;        ; ; 164.100;        ;   0;   0.845;   0.015;  14.259;   0.334; 0.575;      ;1132;162.18550;-63.80667
162.1915833;-64.5315278;10484598-6431535; IC2602;GIRAFFE; 4615;  57;   2.501;   0.189;   0.056;   0.005;<;  48.100;        ;   3;   1.025;   0.003;   9.836;   0.240;      ;      ;1133;162.19158;-64.53153
162.1956667;-63.8309167;10484696-6349513; IC2602;GIRAFFE; 4975; 147;   3.150;        ;  -0.081;   0.143;<;  19.200;        ;   3;   1.022;   0.002;  -3.595;   0.241;      ;      ;1134;162.19567;-63.83092
162.1965833;-63.8450556;10484718-6350422; IC2602;GIRAFFE; 4583; 104;   2.866;        ;   0.022;   0.056;<;  42.800;        ;   3;   1.026;   0.002;   5.315;   0.240;      ;      ;1135;162.19658;-63.84506
162.2005000;-64.9798889;10484812-6458476; IC2602;GIRAFFE; 4785;    ;   3.182;        ;   0.409;        ;<;  23.100;        ;   3;   1.023;   0.003;  72.848;   0.242;      ;      ;1136;162.20050;-64.97989
162.2026667;-63.7988889;10484864-6347560; IC2602;GIRAFFE; 4911; 163;   2.680;        ;  -0.064;   0.115; ;  39.033;   3.611;   0;   1.018;   0.002;   2.561;   0.240;      ;      ;1137;162.20267;-63.79889
162.2037083;-65.2779444;10484889-6516406; IC2602;GIRAFFE; 4620;  42;   2.388;   0.134;  -0.078;   0.026;<;  31.000;        ;   3;   1.021;   0.005;  -1.996;   0.246;      ;      ;1138;162.20371;-65.27794
162.2037917;-63.9008056;10484891-6354029; IC2602;GIRAFFE; 5974;    ;   5.397;        ;   0.562;        ; ;  75.000;        ;   0;   0.952;   0.021;   7.270;   1.794;      ;      ;1139;162.20379;-63.90081
162.2105833;-65.2007222;10485054-6512026; IC2602;GIRAFFE; 4982; 225;   2.595;        ;  -0.141;   0.179;<;  29.400;        ;   3;   1.016;   0.003; -17.906;   0.242;      ;      ;1140;162.21058;-65.20072
162.2152083;-63.9616389;10485165-6357419; IC2602;GIRAFFE; 3341;  67;   4.780;        ;  -0.240;        ; ; 110.500;        ;   0;   0.864;   0.013;  17.096;   0.316; 0.940;      ;1141;162.21521;-63.96164
162.2158333;-64.0875000;10485180-6405150; IC2602;GIRAFFE; 3766;  84;   4.670;        ;  -0.170;        ; ; 115.200;        ;   0;   0.830;   0.005;  57.518;   0.245; 0.096;      ;1142;162.21583;-64.08750
162.2172917;-65.1044722;10485215-6506161; IC2602;GIRAFFE; 4700;    ;   2.760;        ;   0.100;        ;<;  54.800;        ;   3;   1.019;   0.005;  23.501;   0.242;      ;      ;1143;162.21729;-65.10447
162.2240417;-64.9335000;10485377-6456006; IC2602;GIRAFFE; 4673;  28;   2.465;   0.018;  -0.050;   0.014;<;  32.700;        ;   3;   1.017;   0.003;   1.227;   0.241;      ;      ;1144;162.22404;-64.93350
162.2242917;-64.5800833;10485383-6434483; IC2602;GIRAFFE; 4563; 163;   1.809;        ;  -0.127;   0.086;<;  30.700;        ;   3;   1.021;   0.004;  38.523;   0.242;      ;      ;1145;162.22429;-64.58008
162.2284583;-63.8180833;10485483-6349051; IC2602;GIRAFFE; 4865;  80;   2.713;   0.042;   0.033;   0.004;<;  41.100;        ;   3;   1.017;   0.002;   6.100;   0.241;      ;      ;1146;162.22846;-63.81808
162.2293333;-64.1191667;10485504-6407090; IC2602;GIRAFFE; 4610;  63;   2.740;        ;   0.051;   0.013;<;  42.800;        ;   3;   1.027;   0.002;   5.344;   0.240;      ;      ;1147;162.22933;-64.11917
162.2322083;-64.0653056;10485573-6403551; IC2602;GIRAFFE; 4682;  36;   2.366;   0.104;   0.215;   0.063;<;  58.300;        ;   3;   1.016;   0.002;  26.124;   0.240;      ;      ;1148;162.23221;-64.06531
162.2351667;-65.2131944;10485644-6512475; IC2602;GIRAFFE; 4669;  10;   2.422;   0.094;  -0.061;   0.031;<;  31.800;        ;   3;   1.023;   0.003; -15.156;   0.241;      ;      ;1149;162.23517;-65.21319
162.2422500;-65.1446944;10485814-6508409; IC2602;GIRAFFE; 4992;  42;   2.977;   0.166;   0.022;   0.011;<;  29.900;        ;   3;   1.018;   0.002; -18.537;   0.240;      ;      ;1150;162.24225;-65.14469
162.2437500;-63.9248611;10485850-6355295; IC2602;GIRAFFE; 4784;  31;   2.633;   0.067;   0.006;   0.050;<;  33.500;        ;   3;   1.015;   0.001;  35.508;   0.240;      ;      ;1151;162.24375;-63.92486
162.2456667;-64.7463056;10485896-6444467; IC2602;GIRAFFE; 4670;  11;   2.448;   0.065;  -0.026;   0.020;<;  33.100;        ;   3;   1.021;   0.002; -25.240;   0.241;      ;      ;1152;162.24567;-64.74631
162.2476667;-65.0345000;10485944-6502042; IC2602;GIRAFFE; 4634;  66;   2.447;   0.168;   0.002;   0.011;<;  31.900;        ;   3;   1.025;   0.004; -55.933;   0.242;      ;      ;1153;162.24767;-65.03450
162.2481250;-64.9320556;10485955-6455554; IC2602;GIRAFFE; 5105;  71;   3.561;   0.117;  -0.033;   0.096;<;  23.000;        ;   3;   1.001;   0.002;  -0.243;   0.241;      ;      ;1154;162.24812;-64.93206
162.2566250;-64.5452500;10490159-6432429; IC2602;GIRAFFE; 5067;  81;   3.852;        ;  -0.103;   0.112; ;  23.300;        ;   0;   1.020;   0.003;  -1.395;   0.241;      ;      ;1155;162.25662;-64.54525
162.2590000;-64.7478889;10490216-6444524; IC2602;GIRAFFE; 4621;  74;   2.371;   0.155;  -0.061;   0.030; ;  70.633;   5.456;   0;   1.024;   0.004;  -9.326;   0.242;      ;      ;1156;162.25900;-64.74789
162.2635833;-64.5178611;10490326-6431043; IC2602;GIRAFFE; 5045;  90;   3.262;   0.066;  -0.044;   0.065;<;  29.200;        ;   3;   1.004;   0.001;  43.601;   0.240;      ;      ;1157;162.26358;-64.51786
162.2712500;-64.1316667;10490510-6407540; IC2602;GIRAFFE; 4564; 103;   2.701;        ;  -0.060;   0.013; ; 168.950;   1.950;   0;   1.033;   0.002; -20.277;   0.240;      ;      ;1158;162.27125;-64.13167
162.2745417;-65.1993056;10490589-6511575; IC2602;GIRAFFE; 5062; 129;   4.992;        ;  -0.047;   0.071;<;  26.400;        ;   3;   1.014;   0.003; -23.080;   0.241;      ;      ;1159;162.27454;-65.19931
162.2822083;-63.9548056;10490773-6357173; IC2602;GIRAFFE; 4878;  44;   2.701;   0.086;  -0.005;   0.007;<;  40.500;        ;   3;   1.021;   0.003; -27.900;   0.241;      ;      ;1160;162.28221;-63.95481
162.2855417;-65.0935000;10490853-6505366; IC2602;GIRAFFE; 4938; 184;   2.525;        ;  -0.073;   0.112;<;  21.700;        ;   3;   1.014;   0.004;  24.230;   0.242;      ;      ;1161;162.28554;-65.09350
162.2926667;-65.1925000;10491024-6511330; IC2602;GIRAFFE; 4780; 159;   4.012;        ;  -0.104;   0.185;<;  13.000;        ;   3;   1.021;   0.003; -13.672;   0.241;      ;      ;1162;162.29267;-65.19250
162.2927500;-64.9702778;10491026-6458130; IC2602;GIRAFFE; 4841; 200;   3.558;        ;  -0.097;   0.171;<;  26.400;        ;   3;   1.021;   0.003; -27.010;   0.240;      ;      ;1163;162.29275;-64.97028
162.2967083;-65.2978333;10491121-6517522; IC2602;GIRAFFE; 4589;  68;   2.483;   0.159;   0.115;   0.037;<;  51.800;        ;   3;   1.018;   0.004;  -2.083;   0.242;      ;      ;1164;162.29671;-65.29783
162.3012917;-63.8489167;10491231-6350561; IC2602;GIRAFFE; 4904;  70;   2.743;   0.104;  -0.021;   0.045;<;  30.200;        ;   3;   1.017;   0.002;   2.071;   0.240;      ;      ;1165;162.30129;-63.84892
162.3049167;-63.9376667;10491318-6356156; IC2602;GIRAFFE; 4677;  14;   2.438;   0.016;  -0.012;   0.064;<;  32.200;        ;   3;   1.022;   0.003;   0.482;   0.241;      ;      ;1166;162.30492;-63.93767
162.3112500;-64.5510000;10491470-6433036; IC2602;GIRAFFE; 4736;  17;   2.532;   0.052;   0.003;   0.010;<;  38.700;        ;   3;   1.020;   0.002; -15.691;   0.240;      ;      ;1167;162.31125;-64.55100
162.3112917;-65.1540278;10491471-6509145; IC2602;GIRAFFE; 4649;  22;   2.486;   0.103;  -0.011;   0.016;<;  38.200;        ;   3;   1.018;   0.005;   4.051;   0.244;      ;      ;1168;162.31129;-65.15403
162.3179583;-65.2340833;10491631-6514027; IC2602;GIRAFFE; 4664;  12;   2.427;   0.057;  -0.061;   0.016;<;  27.700;        ;   3;   1.020;   0.003;   2.953;   0.241;      ;      ;1169;162.31796;-65.23408
162.3267083;-65.2804167;10491841-6516495; IC2602;GIRAFFE; 5012; 174;   3.156;        ;  -0.166;   0.170;<;  13.500;        ;   3;   1.013;   0.002; -43.613;   0.240;      ;      ;1170;162.32671;-65.28042
162.3306667;-65.2979444;10491936-6517526; IC2602;GIRAFFE; 4654;  90;   2.630;        ;  -0.133;   0.146;<;  19.500;        ;   3;   1.023;   0.004;  18.857;   0.242;      ;      ;1171;162.33067;-65.29794
162.3338750;-63.6600833;10492013-6339363; IC2602;GIRAFFE; 4288; 261;   2.330;        ;  -0.171;   0.039;<;  27.000;        ;   3;   1.055;   0.003;   8.677;   0.241;      ;      ;1172;162.33387;-63.66008
162.3384583;-64.0880556;10492123-6405170; IC2602;GIRAFFE; 4981; 183;   4.308;        ;  -0.159;   0.212;<;  24.600;        ;   3;   1.019;   0.001; 106.915;   0.240;      ;      ;1173;162.33846;-64.08806
162.3515417;-64.8027500;10492437-6448099; IC2602;GIRAFFE; 4338; 258;   2.330;        ;   0.162;   0.088;<;  44.800;        ;   3;   1.034;   0.002;  43.621;   0.240;      ;      ;1174;162.35154;-64.80275
162.3532500;-65.0694444;10492478-6504100; IC2602;GIRAFFE; 4694;   4;   2.501;   0.154;  -0.086;   0.068;<;  39.100;        ;   3;   1.023;   0.004; -47.801;   0.242;      ;      ;1175;162.35325;-65.06944
162.3550833;-63.9784167;10492522-6358423; IC2602;GIRAFFE; 4278; 268;   3.540;        ;  -0.163;   0.005;<;  35.000;        ;   3;   1.042;   0.003;  46.571;   0.240;      ;      ;1176;162.35508;-63.97842
162.3553333;-64.6277500;10492528-6437399; IC2602;GIRAFFE; 5015;  10;   3.011;   0.125;   0.022;   0.012;<;  29.500;        ;   3;   1.014;   0.003;  -0.921;   0.241;      ;      ;1177;162.35533;-64.62775
162.3576667;-65.2832778;10492584-6516598; IC2602;GIRAFFE; 4756;  19;   2.539;   0.108;  -0.094;   0.050;<;  19.400;        ;   3;   1.020;   0.003;  54.614;   0.241;      ;      ;1178;162.35767;-65.28328
162.3593333;-64.6500000;10492624-6439000; IC2602;GIRAFFE; 4321; 485;   2.297;        ;  -0.015;   0.121; ; 194.367;   9.335;   0;   0.901;   0.002;  17.266;   0.242; 0.944;      ;1179;162.35933;-64.65000
162.3634167;-64.1371389;10492722-6408137; IC2602;GIRAFFE; 4843;  83;   2.644;   0.119;  -0.032;   0.094;<;  27.400;        ;   3;   1.018;   0.001;  14.124;   0.240;      ;      ;1180;162.36342;-64.13714
162.3654583;-63.7456667;10492771-6344444; IC2602;GIRAFFE; 4496;    ;   2.752;        ;   0.642;        ; ;        ;        ;    ;        ;        ;  43.765;   0.974; 0.151;      ;1181;162.36546;-63.74567
162.3670000;-64.0187222;10492808-6401074; IC2602;GIRAFFE; 4711;  28;   2.455;   0.055;   0.066;   0.018;<;  37.600;        ;   3;   1.018;   0.002;  52.876;   0.240;      ;      ;1182;162.36700;-64.01872
162.3702917;-64.5733056;10492887-6434239; IC2602;GIRAFFE; 4826;  97;   2.644;   0.136;  -0.019;   0.043;<;  28.200;        ;   3;   1.020;   0.003;   4.492;   0.241;      ;      ;1183;162.37029;-64.57331
162.3725833;-64.0898333;10492942-6405234; IC2602;GIRAFFE; 5116;  37;   3.164;        ;  -0.077;   0.071;<;  20.700;        ;   3;   1.017;   0.003; -26.881;   0.241;      ;      ;1184;162.37258;-64.08983
