#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T14:23:32 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0b96cbb391	
#INFO	-out.max=unlimited	
#INFO	queryParameters=31	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ic4665}&key:source=J/A+A/612/A99/ic4665&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/612/A99/ic4665
#-order=I
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ic4665:
#Name: J/A+A/612/A99/ic4665
#Title: Parameters for IC4665
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
17463397+0528512; IC4665;GIRAFFE; 6241;    ;   4.009;        ;  -0.272;        ; ;  53.200;   5.205;   0;   1.002;   0.003; -62.615;   0.246; 0.008;      ; 347;266.64154;+05.48089
17463397+0540541; IC4665;GIRAFFE; 4644;  47;   2.417;   0.100;  -0.077;   0.055; ;  25.300;        ;   0;   1.016;   0.005; -18.951;   0.245;      ;      ; 348;266.64154;+05.68169
17463399+0539521; IC4665;GIRAFFE; 4708;  61;   2.810;        ;  -0.215;   0.150;<;  15.500;        ;   3;   1.024;   0.003;  97.827;   0.241;      ;      ; 349;266.64162;+05.66447
17463516+0526288; IC4665;GIRAFFE; 6182;    ;   4.274;        ;  -0.236;        ; ;  58.800;        ;    ;   0.838;        ; -40.674;   0.541; 0.014;      ; 350;266.64650;+05.44133
17463553+0531076; IC4665;GIRAFFE; 3719;  14;   4.536;   0.202;  -0.190;        ; ; 125.600;        ;   0;   0.819;   0.010; -14.530;   0.287; 0.898;      ; 351;266.64804;+05.51878
17463593+0534160; IC4665;GIRAFFE; 5614;  44;   4.070;   0.107;  -0.008;   0.003;<;  13.300;        ;   3;   0.992;   0.002; -39.482;   0.240;      ;      ; 352;266.64971;+05.57111
17463638+0604294; IC4665;GIRAFFE; 3973; 211;   4.468;   0.144;  -0.103;   0.063;<;  44.600;        ;   3;   0.841;   0.013; -49.475;   0.314; 0.006;      ; 353;266.65158;+06.07483
17463764+0603521; IC4665;GIRAFFE; 5774; 162;   4.301;        ;   0.236;   0.074; ;  66.367;   8.582;   0;   0.988;   0.007;   5.410;   0.265;      ;      ; 354;266.65683;+06.06447
17463796+0542264; IC4665;GIRAFFE; 5039; 197;   3.410;        ;  -0.536;   0.171; ;  38.300;        ;   0;   1.009;   0.003;  70.718;   0.246;      ;      ; 355;266.65817;+05.70733
17463893+0602129; IC4665;GIRAFFE; 3925;  63;   2.628;        ;  -0.200;        ; ;        ;        ;   0;        ;        ;  15.385;   3.762; 0.017;      ; 356;266.66221;+06.03692
17463998+0605144; IC4665;GIRAFFE; 4931;  66;   4.395;   0.153;  -0.136;   0.019; ;  36.100;        ;   0;   0.961;   0.007; -46.894;   0.256;      ;      ; 357;266.66658;+06.08733
17464015+0602453; IC4665;GIRAFFE; 3593;  94;   4.661;   0.073;  -0.240;        ; ; 144.200;        ;   0;   0.789;   0.011;   0.474;   0.374; 0.042;      ; 358;266.66729;+06.04592
17464065+0528541; IC4665;GIRAFFE; 4910; 118;   2.910;        ;  -0.263;   0.219;<;  35.700;        ;   3;   1.023;   0.006;  53.692;   0.247;      ;      ; 359;266.66937;+05.48169
17464101+0521133; IC4665;GIRAFFE; 5114; 228;   3.440;        ;  -0.449;   0.073;<;   2.100;        ;   3;   1.016;   0.002; -84.319;   0.241;      ;      ; 360;266.67087;+05.35369
17464104+0527071; IC4665;GIRAFFE; 4660; 190;   2.390;   0.185;  -0.025;   0.035; ;  30.600;        ;   0;   1.025;   0.004;-164.656;   0.242;      ;      ; 361;266.67100;+05.45197
17464176+0526162; IC4665;GIRAFFE; 5028; 197;   2.349;        ;  -0.268;   0.229;<;  17.900;        ;   3;   1.013;   0.002;   1.779;   0.241;      ;      ; 362;266.67400;+05.43783
17464182+0558289; IC4665;GIRAFFE; 3995; 174;   4.461;   0.157;   0.017;   0.196;<;  49.800;        ;   3;   0.854;   0.015;  -3.261;   0.352; 0.052;      ; 363;266.67425;+05.97469
17464221+0533420; IC4665;GIRAFFE; 4794; 103;   4.377;   0.129;  -0.170;   0.028;<;  18.200;        ;   3;   0.962;   0.009; -81.135;   0.290;      ;      ; 364;266.67587;+05.56167
17464224+0606421; IC4665;GIRAFFE; 5236;    ;   4.050;        ;  -0.340;        ; ;  21.500;        ;   0;   0.997;   0.003; -63.259;   0.242;      ;      ; 365;266.67600;+06.11169
17464228+0601506; IC4665;GIRAFFE; 3797;  81;   4.342;        ;  -0.170;        ;<; 100.000;        ;   3;   0.823;   0.012; -13.532;   0.296; 0.946;      ; 366;266.67617;+06.03072
17464238+0525514; IC4665;GIRAFFE; 4994; 141;   4.116;   0.035;  -0.025;   0.007;<;  14.000;        ;   3;   0.973;   0.004; -28.902;   0.245;      ;      ; 367;266.67658;+05.43094
17464256+0528003; IC4665;GIRAFFE; 4742; 106;   2.588;        ;  -0.229;   0.158;<;  15.800;        ;   3;   1.019;   0.006;  43.795;   0.247;      ;      ; 368;266.67733;+05.46675
17464332+0535140; IC4665;GIRAFFE; 3985; 158;   3.937;        ;  -0.220;   0.092; ;  80.800;        ;   0;   0.871;   0.007;  31.450;   0.260; 0.011;      ; 369;266.68050;+05.58722
17464426+0528335; IC4665;GIRAFFE; 6451;    ;   4.270;        ;   0.075;        ;<;  16.600;        ;   3;   0.999;   0.002;   9.107;   0.245; 0.028;      ; 370;266.68442;+05.47597
17464511+0537339; IC4665;GIRAFFE; 6002; 125;   4.205;   0.067;   0.172;   0.031;<;  20.800;        ;   3;   0.996;   0.002;  18.657;   0.240; 0.019;      ; 371;266.68796;+05.62608
17464514+0526582; IC4665;GIRAFFE; 4975; 150;   3.240;        ;  -0.168;   0.210;<;  15.900;        ;   3;   1.012;   0.003; 121.790;   0.241;      ;      ; 372;266.68808;+05.44950
17464517+0526046; IC4665;GIRAFFE; 5328;  47;   4.032;        ;  -0.051;   0.142;<;  18.300;        ;   3;   0.998;   0.002;  10.616;   0.241;      ;      ; 373;266.68821;+05.43461
17464549+0554555; IC4665;GIRAFFE; 3541;   2;   4.160;        ;  -0.270;        ; ; 141.200;        ;   0;   0.845;   0.014; -79.168;   0.528; 0.007;      ; 374;266.68954;+05.91542
17464554+0603563; IC4665;GIRAFFE; 5127; 309;   3.730;        ;  -0.590;   0.234;<;  10.400;        ;   3;   1.009;   0.004; -17.942;   0.248;      ;      ; 375;266.68975;+06.06564
17464657+0535068; IC4665;GIRAFFE; 4984; 142;   3.150;        ;  -0.215;   0.186;<;  16.500;        ;   3;   1.011;   0.004;  45.521;   0.244;      ;      ; 376;266.69404;+05.58522
17464801+0609193; IC4665;GIRAFFE; 5068;    ;   2.714;        ;  -0.292;        ;<;  41.500;        ;   3;   1.004;   0.009; -14.461;   0.281;      ;      ; 377;266.70004;+06.15536
17464824+0554522; IC4665;GIRAFFE; 3996; 165;   4.492;   0.104;  -0.239;   0.140; ;  99.400;        ;   0;   0.849;   0.010; -17.802;   0.306; 0.242;      ; 378;266.70100;+05.91450
17464839+0610015; IC4665;GIRAFFE; 4525; 256;   3.966;        ;  -0.128;   0.003;<;  30.900;        ;   3;   0.946;   0.014; -16.290;   0.356;      ;      ; 379;266.70162;+06.16708
17464874+0543006; IC4665;GIRAFFE; 4870; 134;   2.701;   0.119;  -0.164;   0.114;<;  15.500;        ;   3;   1.011;   0.006;  -4.346;   0.249;      ;      ; 380;266.70308;+05.71683
17464898+0522082; IC4665;GIRAFFE; 5028; 154;   3.130;        ;  -0.139;   0.193;<;  22.400;        ;   3;   1.017;   0.003;  95.980;   0.241;      ;      ; 381;266.70408;+05.36894
17464911+0526065; IC4665;GIRAFFE; 5061;  42;   3.637;   0.079;  -0.220;   0.107;<;  23.500;        ;   3;   0.997;   0.009; -57.231;   0.283;      ;      ; 382;266.70462;+05.43514
17464952+0526170; IC4665;GIRAFFE; 4764;  97;   2.553;   0.197;  -0.302;   0.047;<;  18.400;        ;   3;   1.013;   0.005;  37.367;   0.247;      ;      ; 383;266.70633;+05.43806
17464999+0604572; IC4665;GIRAFFE; 4601;  75;   2.276;   0.148;  -0.133;   0.130;<;  24.900;        ;   3;   1.019;   0.004;  35.495;   0.242;      ;      ; 384;266.70829;+06.08256
17465032+0533038; IC4665;GIRAFFE; 5293; 119;   3.778;   0.181;   0.122;   0.012; ;  42.967;  10.193;   0;   0.998;   0.005; -37.194;   0.246;      ;      ; 385;266.70967;+05.55106
17465034+0525389; IC4665;GIRAFFE; 4071; 314;   4.160;        ;  -0.141;   0.026; ;  79.400;        ;   0;   0.883;   0.016;  16.368;   0.485; 0.010;      ; 386;266.70975;+05.42747
17465047+0528073; IC4665;GIRAFFE; 5811;  71;   3.825;        ;   0.105;   0.020;<;  14.700;        ;   3;   1.002;   0.002; -47.616;   0.240;      ;      ; 387;266.71029;+05.46869
17465080+0542256; IC4665;GIRAFFE; 5214;  75;   4.011;        ;   0.010;   0.079;<;  31.400;        ;   3;   0.985;   0.006; -18.876;   0.253;      ;      ; 388;266.71167;+05.70711
17465108+0552451; IC4665;GIRAFFE; 4071; 262;   3.977;        ;  -0.225;   0.067;<;  28.300;        ;   3;   0.888;   0.014;  15.848;   0.505; 0.013;      ; 389;266.71283;+05.87919
17465117+0530410; IC4665;GIRAFFE; 5050;   3;   3.204;   0.047;  -0.022;   0.094; ;  38.900;        ;   0;   1.005;   0.007;  12.039;   0.255;      ;      ; 390;266.71321;+05.51139
17465142+0549383; IC4665;GIRAFFE; 4465; 209;   4.452;   0.173;  -0.151;   0.002;<;  23.900;        ;   3;   0.925;   0.009;   5.796;   0.275;      ;      ; 391;266.71425;+05.82731
17465174+0517028; IC4665;GIRAFFE; 5717;  28;   4.065;   0.187;  -0.369;   0.029;<;   4.000;        ;   3;   0.996;   0.003; -42.501;   0.246;      ;      ; 392;266.71558;+05.28411
17465203+0559079; IC4665;GIRAFFE; 6114;  72;   3.874;   0.060;  -0.314;   0.148;<;   1.900;        ;   3;   1.001;   0.002;  16.975;   0.243;      ;      ; 393;266.71679;+05.98553
17465220+0532369; IC4665;GIRAFFE; 4897; 106;   2.904;   0.133;  -0.211;   0.179;<;  19.800;        ;   3;   1.007;   0.006;  51.322;   0.248;      ;      ; 394;266.71750;+05.54358
17465272+0520361; IC4665;GIRAFFE; 4718; 171;   1.987;   0.054;  -0.362;   0.095;<;   1.700;        ;   3;   1.023;   0.002; -25.639;   0.240;      ;      ; 395;266.71967;+05.34336
17465301+0532470; IC4665;GIRAFFE; 4986;    ;   4.326;        ;  -0.250;        ;<;  11.900;        ;   3;   0.951;   0.004; -80.821;   0.244;      ;      ; 396;266.72087;+05.54639
17465415+0545327; IC4665;GIRAFFE; 4330;    ;   4.191;        ;  -0.484;        ; ;  34.900;        ;   0;   0.866;   0.017; -29.552;   0.399;      ;      ; 397;266.72562;+05.75908
17465420+0600543; IC4665;GIRAFFE; 4576;    ;   2.884;        ;  -0.019;        ; ;  58.100;        ;    ;        ;        ;  17.529;   0.804;      ;      ; 398;266.72583;+06.01508
17465499+0537452; IC4665;GIRAFFE; 4432; 169;   2.580;        ;  -0.254;   0.148;<;  18.200;        ;   3;   1.034;   0.005; 107.840;   0.242;      ;      ; 399;266.72912;+05.62922
17465546+0556081; IC4665;GIRAFFE; 3913; 115;   4.522;   0.156;  -0.183;   0.033; ;  89.000;        ;   0;   0.839;   0.008; -57.855;   0.378; 0.006;      ; 400;266.73108;+05.93558
17465562+0530294; IC4665;GIRAFFE; 3864; 192;   4.710;   0.159;  -0.180;        ;<;  48.700;        ;   3;   0.773;   0.009;  -0.198;   0.241; 0.045;      ; 401;266.73175;+05.50817
17465576+0604118; IC4665;GIRAFFE; 4790;    ;   3.300;        ;   0.229;        ; ;  61.200;        ;    ;        ;        ;  23.906;   0.753;      ;      ; 402;266.73233;+06.06994
17465585+0523343; IC4665;GIRAFFE; 6351;    ;   3.983;        ;   0.081;        ; ;  27.050;   1.365;   0;   1.005;   0.001; -54.144;   0.241; 0.010;      ; 403;266.73271;+05.39286
17465627+0530397; IC4665;GIRAFFE; 5492; 257;   3.822;   0.003;   0.058;   0.113;<;  15.900;        ;   3;   0.998;   0.002; -87.623;   0.241;      ;      ; 404;266.73446;+05.51103
17465642+0547446; IC4665;GIRAFFE; 3973; 223;   4.459;   0.161;   0.019;   0.179;<;  27.600;        ;   3;   0.842;   0.007; -14.445;   0.257; 0.909;      ; 405;266.73508;+05.79572
17465709+0607550; IC4665;GIRAFFE; 4508;    ;   4.450;        ;  -0.004;        ; ; 189.500;        ;    ;   0.890;        ;  20.433;   0.797; 0.009;      ; 406;266.73787;+06.13194
17465739+0529578; IC4665;GIRAFFE; 5025; 279;   3.550;        ;  -0.303;   0.259; ;  31.400;   7.309;   0;   1.017;   0.005;  18.526;   0.248;      ;      ; 407;266.73912;+05.49939
17465785+0559100; IC4665;GIRAFFE; 4789; 219;   4.424;   0.170;  -0.085;   0.007;<;  32.800;        ;   3;   0.956;   0.007;  45.848;   0.261;      ;      ; 408;266.74104;+05.98611
17465891+0555524; IC4665;GIRAFFE; 4634;  97;   2.806;        ;  -0.346;   0.101; ;  23.100;        ;   0;   1.022;   0.005;  54.179;   0.245;      ;      ; 409;266.74546;+05.93122
17465904+0545448; IC4665;GIRAFFE; 3324;  41;   4.750;        ;  -0.250;        ;<; 100.000;        ;   3;   0.888;   0.013; -46.836;   0.296; 0.009;      ; 410;266.74600;+05.76244
17465939+0520079; IC4665;GIRAFFE; 4603;  38;   4.174;   0.188;   0.121;   0.139;<;  18.800;        ;   3;   0.962;   0.009; -28.320;   0.278;      ;      ; 411;266.74746;+05.33553
17465956+0525489; IC4665;GIRAFFE; 4804; 254;   4.540;        ;  -0.212;   0.219;<;  28.000;        ;   3;   0.928;   0.007;  -2.182;   0.271;      ;      ; 412;266.74817;+05.43025
17465984+0605309; IC4665;GIRAFFE; 5046;  88;   3.130;        ;  -0.164;   0.184;<;   7.900;        ;   3;   1.015;   0.005;   4.687;   0.249;      ;      ; 413;266.74933;+06.09192
17465999+0602249; IC4665;GIRAFFE; 4728;  84;   2.508;   0.199;  -0.077;   0.189;<;  17.700;        ;   3;   1.019;   0.002;  19.796;   0.240;      ;      ; 414;266.74996;+06.04025
17470023+0530290; IC4665;GIRAFFE; 4772;  29;   3.110;        ;   0.073;   0.018;<;  41.400;        ;   3;   0.993;   0.004; -16.177;   0.243;      ;      ; 415;266.75096;+05.50806
17470039+0606443; IC4665;GIRAFFE; 3740; 108;   4.585;   0.150;  -0.200;        ; ; 148.100;        ;   0;   0.804;   0.016; -74.501;   0.403; 0.005;      ; 416;266.75162;+06.11231
17470090+0523258; IC4665;GIRAFFE; 5252; 108;   3.889;        ;  -0.159;   0.027; ;  41.167;   6.655;   0;   1.002;   0.003; -45.136;   0.242;      ;      ; 417;266.75375;+05.39050
17470103+0606402; IC4665;GIRAFFE; 6306;    ;   4.161;        ;   0.107;        ; ;  42.700;   5.239;   0;   1.000;   0.002; -37.831;   0.241; 0.020;      ; 418;266.75429;+06.11117
17470337+0531556; IC4665;GIRAFFE; 5237; 107;   4.360;        ;  -0.114;   0.036;<;  14.900;        ;   3;   0.986;   0.002; -27.034;   0.241;      ;      ; 419;266.76404;+05.53211
17470360+0602084; IC4665;GIRAFFE; 4537;    ;   2.521;        ;  -0.031;        ;<;  30.200;        ;   3;   1.031;   0.003;  -9.959;   0.240;      ;      ; 420;266.76500;+06.03567
17470474+0529162; IC4665;GIRAFFE; 5920;  81;   4.180;   0.108;   0.039;   0.039; ;  20.200;   1.540;   0;   0.996;   0.002;  39.834;   0.241;      ;      ; 421;266.76975;+05.48783
17470499+0558392; IC4665;GIRAFFE; 5000; 180;   3.370;        ;  -0.279;   0.194;<;  19.200;        ;   3;   1.018;   0.004; -29.794;   0.244;      ;      ; 422;266.77079;+05.97756
17470529+0543313; IC4665;GIRAFFE; 4888; 215;   3.240;        ;  -0.108;   0.138;<;  17.700;        ;   3;   1.022;   0.004; -14.486;   0.242;      ;      ; 423;266.77204;+05.72536
17470646+0528041; IC4665;GIRAFFE; 4572;  74;   4.563;   0.095;  -0.069;   0.056;<;  37.500;        ;   3;   0.933;   0.004;   1.814;   0.244;      ;      ; 424;266.77692;+05.46781
17470756+0600257; IC4665;GIRAFFE; 4701;  50;   2.891;        ;  -0.213;   0.182;<;  11.600;        ;   3;   1.014;   0.003;  44.172;   0.241;      ;      ; 425;266.78150;+06.00714
17470781+0533592; IC4665;GIRAFFE; 5239;  27;   4.370;        ;  -0.155;   0.052;<;  22.700;        ;   3;   0.988;   0.004;  -0.523;   0.247;      ;      ; 426;266.78254;+05.56644
17470791+0604144; IC4665;GIRAFFE; 5109;    ;   4.622;        ;  -0.190;        ;<;  15.400;        ;   3;   0.971;   0.005; -52.199;   0.248;      ;      ; 427;266.78296;+06.07067
17470826+0556525; IC4665;GIRAFFE; 4582; 120;   2.940;        ;   0.012;   0.040;<;  34.000;        ;   3;   1.016;   0.002; -47.322;   0.240;      ;      ; 428;266.78442;+05.94792
17470852+0537376; IC4665;GIRAFFE; 4803; 323;   3.053;        ;  -0.210;   0.159;<;  28.000;        ;   3;   1.017;   0.004;-111.121;   0.242;      ;      ; 429;266.78550;+05.62711
17470874+0608026; IC4665;GIRAFFE; 4992; 189;   3.330;        ;  -0.199;   0.252;<;  13.200;        ;   3;   1.011;   0.004; 100.469;   0.243;      ;      ; 430;266.78642;+06.13406
17470932+0541020; IC4665;GIRAFFE; 3889;    ;   4.622;        ;   0.301;        ;<;  48.700;        ;   3;   0.830;   0.017; -32.599;   0.465; 0.015;      ; 431;266.78883;+05.68389
17470994+0551383; IC4665;GIRAFFE; 3528;  63;   4.300;        ;  -0.270;        ; ; 169.900;        ;   0;   0.839;   0.013; -39.005;   0.301; 0.013;      ; 432;266.79142;+05.86064
17470996+0543141; IC4665;GIRAFFE; 3645;    ;   4.420;        ;  -0.067;        ; ; 110.400;        ;   0;   0.829;   0.015; -31.960;   0.335; 0.021;      ; 433;266.79150;+05.72058
17470997+0529064; IC4665;GIRAFFE; 3665; 124;   4.568;   0.200;  -0.210;        ;<; 100.000;        ;   3;   0.821;   0.008; -25.384;   0.270; 0.054;      ; 434;266.79154;+05.48511
17471055+0541189; IC4665;GIRAFFE; 5030;    ;   3.140;        ;  -0.297;        ;<;  15.600;        ;   3;   1.017;   0.003;  -9.601;   0.241;      ;      ; 435;266.79396;+05.68858
17471101+0526105; IC4665;GIRAFFE; 4590;  88;   2.259;   0.170;  -0.122;   0.094;<;  24.900;        ;   3;   1.023;   0.003;  16.983;   0.241;      ;      ; 436;266.79587;+05.43625
17471103+0539560; IC4665;GIRAFFE; 5000;  14;   3.236;   0.156;  -0.083;   0.096; ;  20.400;   2.595;   0;   1.001;   0.004;  63.407;   0.245;      ;      ; 437;266.79596;+05.66556
17471123+0544442; IC4665;GIRAFFE; 4349; 239;   4.550;        ;  -0.057;   0.096; ;  63.200;        ;   0;   0.873;   0.011;  -6.651;   0.301;      ;      ; 438;266.79679;+05.74561
17471230+0531160; IC4665;GIRAFFE; 5018; 106;   3.516;   0.172;   0.082;   0.017;<;  38.000;        ;   3;   0.998;   0.003; -47.712;   0.241;      ;      ; 439;266.80125;+05.52111
17471253+0542149; IC4665;GIRAFFE; 3412; 145;   4.130;        ;  -0.270;        ; ; 243.800;        ;   0;   0.927;   0.015; 169.777;  14.812;      ;      ; 440;266.80221;+05.70414
17471262+0558244; IC4665;GIRAFFE; 4628;  55;   4.336;   0.111;   0.030;   0.115; ;  35.700;   2.995;   0;   0.948;   0.005;   8.462;   0.244;      ;      ; 441;266.80258;+05.97344
17471363+0549428; IC4665;GIRAFFE; 5176;  61;   4.491;   0.002;  -0.161;   0.001;<;  35.400;        ;   3;   0.970;   0.008;  19.378;   0.289;      ;      ; 442;266.80679;+05.82856
17471408+0548498; IC4665;GIRAFFE; 4587; 447;   2.824;        ;  -0.245;   0.168;<;  54.700;        ;   3;   0.991;   0.016; -56.912;   0.488;      ;      ; 443;266.80867;+05.81383
17471507+0558585; IC4665;GIRAFFE; 4723;   6;   2.649;   0.111;  -0.032;   0.032;<;  33.600;        ;   3;   1.007;   0.003; -10.301;   0.241;      ;      ; 444;266.81279;+05.98292
17471544+0556358; IC4665;GIRAFFE; 5733;    ;   4.420;        ;   0.060;        ; ; 233.600;        ;   0;   0.995;   0.002; -13.200;   0.240;      ;      ; 445;266.81433;+05.94328
17471559+0604380; IC4665;GIRAFFE; 5837;  15;   4.095;   0.133;  -0.212;   0.111; ;  20.850;   1.505;   0;   0.996;   0.002;  27.810;   0.241;      ;      ; 446;266.81496;+06.07722
17471599+0535094; IC4665;GIRAFFE; 7661;    ;   4.129;        ;   0.050;        ;<;  28.700;        ;   3;   1.003;   0.001;  -1.559;   0.256;      ;      ; 447;266.81662;+05.58594
17471628+0529495; IC4665;GIRAFFE; 4332; 275;   4.014;        ;  -0.011;   0.102;<;  18.200;        ;   3;   0.921;   0.004; -11.807;   0.245;      ;      ; 448;266.81783;+05.49708
17471641+0555373; IC4665;GIRAFFE; 4583;  80;   2.423;   0.198;  -0.024;   0.065;<;  27.600;        ;   3;   1.020;   0.002; -40.539;   0.241;      ;      ; 449;266.81837;+05.92703
17471654+0523500; IC4665;GIRAFFE; 4547;  87;   1.846;   0.099;  -0.407;   0.086;<;  17.900;        ;   3;   1.024;   0.002;  15.644;   0.240;      ;      ; 450;266.81892;+05.39722
17471657+0556322; IC4665;GIRAFFE; 5839;  78;   3.910;        ;  -0.050;   0.060; ;  18.600;   4.652;   0;   0.999;   0.003; -20.623;   0.244;      ;      ; 451;266.81904;+05.94228
17471671+0520379; IC4665;GIRAFFE; 5046;  68;   3.350;        ;  -0.543;   0.112;<;   3.900;        ;   3;   1.017;   0.003; -30.165;   0.245;      ;      ; 452;266.81962;+05.34386
17471689+0608413; IC4665;GIRAFFE; 4834;  95;   3.291;        ;  -0.056;   0.118;<;  28.700;        ;   3;   1.011;   0.004; -55.913;   0.242;      ;      ; 453;266.82037;+06.14481
17471720+0531241; IC4665;GIRAFFE; 4471; 125;   3.256;        ;  -0.205;   0.134; ;  17.300;        ;   0;   1.025;   0.002;  41.999;   0.240;      ;      ; 454;266.82167;+05.52336
17471776+0556229; IC4665;GIRAFFE; 4947; 207;   3.270;        ;  -0.150;   0.214;<;  12.500;        ;   3;   1.005;   0.004;  -5.784;   0.243;      ;      ; 455;266.82400;+05.93969
17471834+0530062; IC4665;GIRAFFE; 6229; 132;   3.976;   0.166;  -0.184;   0.166; ;  61.100;   1.650;   0;   1.004;   0.002; -39.192;   0.243;      ;      ; 456;266.82642;+05.50172
17471842+0526438; IC4665;GIRAFFE; 6007;  13;   4.052;   0.012;  -0.211;   0.143; ;  53.600;   3.400;   0;   0.997;   0.001;  13.277;   0.240; 0.024;      ; 457;266.82675;+05.44550
17471868+0520485; IC4665;GIRAFFE; 6073;   2;   4.183;   0.083;   0.146;   0.009; ;  31.633;   7.329;   0;   0.993;   0.003;   2.100;   0.244; 0.043;      ; 458;266.82783;+05.34681
17471920+0531105; IC4665;GIRAFFE; 5575; 128;   4.208;   0.111;  -0.059;   0.149;<;  22.000;        ;   3;   0.990;   0.002;  -2.775;   0.243;      ;      ; 459;266.83000;+05.51958
17471950+0530414; IC4665;GIRAFFE; 3496;  55;   4.660;   0.107;  -0.250;        ; ; 162.500;        ;   0;   0.817;   0.015; -22.203;   0.393; 0.088;      ; 460;266.83125;+05.51150
17472001+0546537; IC4665;GIRAFFE; 3564;  53;   4.190;        ;  -0.210;        ; ; 138.500;        ;   0;   0.819;   0.009; -13.426;   0.257; 0.942;      ; 461;266.83337;+05.78158
17472070+0604000; IC4665;GIRAFFE; 6002; 124;   4.048;   0.167;  -0.233;   0.079;<;  15.600;        ;   3;   0.996;   0.003; -17.166;   0.245; 0.332;      ; 462;266.83625;+06.06667
17472159+0548584; IC4665;GIRAFFE; 6458;  78;   4.074;   0.033;  -0.221;   0.339; ;  49.900;        ;   0;   1.001;   0.003;  10.387;   0.312; 0.026;      ; 463;266.83996;+05.81622
17472202+0605308; IC4665;GIRAFFE; 5279; 121;   4.400;        ;   0.023;   0.031;<;  19.400;        ;   3;   0.989;   0.004; -33.729;   0.243;      ;      ; 464;266.84175;+06.09189
17472218+0602277; IC4665;GIRAFFE; 5132;  60;   3.044;   0.086;  -0.011;   0.013; ;  31.333;   5.745;   0;   1.021;   0.002; 179.535;   0.241;      ;      ; 465;266.84242;+06.04103
17472326+0610267; IC4665;GIRAFFE; 5037;    ;   2.590;        ;   0.209;        ; ;  17.900;        ;   0;        ;        ; -75.179;   0.245;      ;      ; 466;266.84692;+06.17408
17472407+0530574; IC4665;GIRAFFE; 4543;    ;   2.150;        ;  -0.290;        ;<;   8.200;        ;   3;   1.052;   0.003;  36.007;   0.241;      ;      ; 467;266.85029;+05.51594
