#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T15:26:49 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0ba5a703f5	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/A+A/612/A99/ngc2451
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ngc2451}&key:source=J/A+A/612/A99/ic4665&HTTPPRM:&&-ref=VIZ5d0ba5a703f5&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ngc2451
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/612/A99/ngc2451
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ngc2451:
#Name: J/A+A/612/A99/ngc2451
#Title: Parameters for NGC2451
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
07463421-3726589;NGC2451;GIRAFFE; 6324;    ;   4.006;        ;   0.014;        ; ;  40.000;   4.640;   0;   1.004;   0.002;  76.825;   0.245; 0.034; 0.042;1289;116.64254;-37.44969
07463463-3719536;NGC2451;GIRAFFE; 4945; 160;   2.692;        ;  -0.126;   0.188; ;  51.800;        ;   0;   1.013;   0.005;  25.235;   0.246;      ;      ;1290;116.64429;-37.33156
07463487-3905202;NGC2451;GIRAFFE; 4758;    ;   3.851;        ;  -0.155;        ; ; 117.000;        ;    ;   0.989;        ;  73.883;   0.254;      ;      ;1291;116.64529;-39.08894
07463609-3724596;NGC2451;GIRAFFE; 4607; 158;   2.151;        ;  -0.150;   0.159;<;  22.800;        ;   3;   1.032;   0.004; 103.544;   0.243;      ;      ;1292;116.65037;-37.41656
07463621-3727188;NGC2451;GIRAFFE; 4715;    ;   2.450;        ;   0.071;        ;<;  46.700;        ;   3;   1.023;   0.009; 115.484;   0.272;      ;      ;1293;116.65087;-37.45522
07463680-3903335;NGC2451;GIRAFFE; 4795;  34;   2.536;   0.123;  -0.327;   0.162;<;  40.200;        ;   3;   1.011;   0.005; 137.333;   0.249;      ;      ;1294;116.65333;-39.05931
07463693-3735543;NGC2451;GIRAFFE; 4971;   6;   2.676;        ;  -0.409;   0.117;<;  39.500;        ;   3;   1.017;   0.006; 111.622;   0.266;      ;      ;1295;116.65387;-37.59842
07463767-3853410;NGC2451;GIRAFFE; 4700; 359;   2.778;        ;  -0.263;   0.259; ;  72.700;  10.836;   0;   1.016;   0.007; 108.442;   0.261;      ;      ;1296;116.65696;-38.89472
07463769-3858522;NGC2451;GIRAFFE; 5240;  12;   3.002;        ;  -0.155;   0.037;<;  25.300;        ;   3;   1.012;   0.004;  39.227;   0.242;      ;      ;1297;116.65704;-38.98117
07463813-3908323;NGC2451;GIRAFFE; 5063;  12;   2.735;        ;  -0.272;   0.032;<;  15.300;        ;   3;   1.020;   0.005;  93.777;   0.251;      ;      ;1298;116.65887;-39.14231
07463829-3720564;NGC2451;GIRAFFE; 4715;  16;   2.740;        ;   0.068;   0.046;<;  53.100;        ;   3;   0.999;   0.005;  19.003;   0.244;      ;      ;1299;116.65954;-37.34900
07463849-3910049;NGC2451;GIRAFFE; 5094; 161;   3.115;        ;  -0.103;   0.147; ;  70.900;        ;   0;   1.003;   0.006;  63.389;   0.260;      ;      ;1300;116.66037;-39.16803
07463862-3741534;NGC2451;GIRAFFE; 4708;  16;   2.495;   0.126;  -0.071;   0.015;<;  40.900;        ;   3;   1.024;   0.004;  74.846;   0.242;      ;      ;1301;116.66092;-37.69817
07463876-3857046;NGC2451;GIRAFFE; 4981;  75;   2.795;   0.109;  -0.355;   0.109; ;  55.600;  11.910;   0;   1.018;   0.005; 139.598;   0.250;      ;      ;1302;116.66150;-38.95128
07463965-3853483;NGC2451;GIRAFFE; 4778;  86;   2.609;   0.026;   0.000;   0.014;<;  40.900;        ;   3;   1.017;   0.006;  51.060;   0.249;      ;      ;1303;116.66521;-38.89675
07464001-3721078;NGC2451;GIRAFFE; 5157; 224;   2.717;        ;  -0.565;   0.186;<;  13.800;        ;   3;   1.009;   0.003;  70.868;   0.244;      ;      ;1304;116.66671;-37.35217
07464011-3717430;NGC2451;GIRAFFE; 4632;  11;   4.558;   0.011;   0.099;   0.027;<;  38.100;        ;   3;   0.945;   0.004;  82.828;   0.243;      ;      ;1305;116.66712;-37.29528
07464019-3728324;NGC2451;GIRAFFE; 4944; 111;   2.367;        ;  -0.349;   0.043; ;  44.700;   6.665;   0;   1.069;   0.010; 102.175;   0.342;      ;      ;1306;116.66746;-37.47567
07464058-3720398;NGC2451;GIRAFFE; 5085;  74;   2.986;   0.192;  -0.204;   0.115;<;  29.000;        ;   3;   1.019;   0.004;  67.931;   0.247;      ;      ;1307;116.66908;-37.34439
07464064-3858460;NGC2451;GIRAFFE; 6155;  46;   3.993;   0.092;   0.093;   0.028;<;   9.900;        ;   3;   1.000;   0.002;  34.921;   0.242;      ;      ;1308;116.66933;-38.97944
07464093-3739493;NGC2451;GIRAFFE; 4988; 196;   2.727;        ;  -0.092;   0.111;<;  14.100;        ;   3;   1.013;   0.003;  11.754;   0.244;      ;      ;1309;116.67054;-37.66369
07464147-3750461;NGC2451;GIRAFFE; 3966;   9;   4.617;   0.004;  -0.339;   0.334; ;  75.200;        ;   0;   0.853;   0.009;  18.044;   0.350; 0.075; 0.367;1310;116.67279;-37.84614
07464161-3741287;NGC2451;GIRAFFE; 4989;  91;   3.240;        ;  -0.353;   0.165; ;  39.200;        ;   0;   1.015;   0.005;  88.566;   0.249;      ;      ;1311;116.67337;-37.69131
07464266-3749045;NGC2451;GIRAFFE; 4893;  58;   2.613;        ;  -0.175;   0.133; ;  25.000;        ;   0;   1.017;   0.005; 101.670;   0.245;      ;      ;1312;116.67775;-37.81792
07464291-3859350;NGC2451;GIRAFFE; 4731;  25;   2.700;        ;  -0.069;   0.028;<;  37.400;        ;   3;   0.999;   0.006;  63.231;   0.248;      ;      ;1313;116.67879;-38.99306
07464424-3717449;NGC2451;GIRAFFE; 5262; 150;   3.201;        ;  -0.431;   0.197;<;  10.700;        ;   3;   1.016;   0.004; 114.637;   0.246;      ;      ;1314;116.68433;-37.29581
07464478-3722503;NGC2451;GIRAFFE; 5833;    ;   3.662;        ;  -0.274;        ; ;   1.000;        ;    ;   1.004;        ;  75.000;   0.240;      ;      ;1315;116.68658;-37.38064
07464492-3749430;NGC2451;GIRAFFE; 4061;    ;   3.820;        ;  -0.230;        ;<;  29.900;        ;   3;   0.993;   0.012; 140.327;   0.366;      ;      ;1316;116.68717;-37.82861
07464498-3728214;NGC2451;GIRAFFE; 5353;    ;   2.592;        ;  -0.470;        ; ; 345.750;   9.250;   0;   1.009;   0.015; 107.778;   0.359;      ;      ;1317;116.68742;-37.47261
07464514-3723071;NGC2451;GIRAFFE; 5179;   7;   3.487;        ;  -0.126;   0.054; ;  34.300;        ;   0;   0.998;   0.008;   7.532;   0.289;      ;      ;1318;116.68808;-37.38531
07464549-3907535;NGC2451;GIRAFFE; 5046;  65;   4.279;   0.032;   0.328;   0.083;<;  35.200;        ;   3;   0.973;   0.002;  80.336;   0.240;      ;      ;1319;116.68954;-39.13153
07464553-3749339;NGC2451;GIRAFFE; 5871;  32;   4.128;   0.079;  -0.296;   0.034; ;  35.700;   1.115;   0;   0.995;   0.001;  14.099;   0.240;      ;      ;1320;116.68971;-37.82608
07464611-3735453;NGC2451;GIRAFFE; 4914; 130;   3.043;   0.003;  -0.096;   0.117; ;  36.300;        ;   0;   1.003;   0.004;  90.766;   0.245;      ;      ;1321;116.69212;-37.59592
07464612-3727194;NGC2451;GIRAFFE; 5148; 117;   2.816;        ;  -0.222;   0.046;<;  20.300;        ;   3;   1.025;   0.007;  66.779;   0.266;      ;      ;1322;116.69217;-37.45539
07464653-3747552;NGC2451;GIRAFFE; 5190;  10;   2.830;        ;  -0.470;   0.125;<;  28.700;        ;   3;   1.018;   0.005;  77.251;   0.258;      ;      ;1323;116.69387;-37.79867
07464728-3859589;NGC2451;GIRAFFE; 4348; 149;   4.627;   0.123;   0.009;   0.178; ;  42.700;        ;   0;   0.894;   0.006;  17.928;   0.255;      ;      ;1324;116.69700;-38.99969
07464744-3719391;NGC2451;GIRAFFE; 5075;    ;   3.839;        ;   0.011;        ; ; 135.450;   2.185;   0;   0.962;   0.003;  23.482;   0.241;      ;      ;1325;116.69767;-37.32753
07464761-3748442;NGC2451;GIRAFFE; 4972; 141;   2.663;        ;  -0.154;   0.131; ;  23.500;        ;   0;   1.017;   0.004;  74.917;   0.244;      ;      ;1326;116.69837;-37.81228
07464778-3737076;NGC2451;GIRAFFE; 4007; 201;   4.538;   0.047;   0.026;   0.185;<;  34.900;        ;   3;   0.838;   0.010;  84.012;   0.290; 0.038; 0.049;1327;116.69908;-37.61878
07464822-3859211;NGC2451;GIRAFFE; 4867; 117;   2.919;   0.051;  -0.090;   0.029;<;  35.700;        ;   3;   1.006;   0.004;  62.319;   0.243;      ;      ;1328;116.70092;-38.98919
07464892-3746494;NGC2451;GIRAFFE; 4737; 526;   2.818;        ;  -0.419;   0.092; ;  24.300;        ;   0;   1.013;   0.006; 145.267;   0.268;      ;      ;1329;116.70383;-37.78039
07464916-3716325;NGC2451;GIRAFFE; 5026; 137;   2.570;        ;  -0.128;   0.137;<;  26.900;        ;   3;   1.029;   0.005;  50.521;   0.246;      ;      ;1330;116.70483;-37.27569
07464916-3854467;NGC2451;GIRAFFE; 5053;  83;   2.905;        ;  -0.107;   0.054; ;  43.300;        ;   0;   1.010;   0.006;  75.434;   0.258;      ;      ;1331;116.70483;-38.91297
07464923-3723159;NGC2451;GIRAFFE; 5132; 197;   3.198;        ;  -0.107;   0.119;<;  42.000;        ;   3;   1.001;   0.006;  29.266;   0.250;      ;      ;1332;116.70512;-37.38775
07464926-3728311;NGC2451;GIRAFFE; 4925; 153;   2.751;        ;  -0.459;   0.160;<;  18.200;        ;   3;   1.014;   0.008; 119.289;   0.273;      ;      ;1333;116.70525;-37.47531
07464933-3750081;NGC2451;GIRAFFE; 5195; 311;   3.168;        ;  -0.050;   0.214; ; 397.100;   6.327;   0;   1.011;   0.003;  22.056;   0.242;      ;      ;1334;116.70554;-37.83558
07464963-3720407;NGC2451;GIRAFFE; 4874;  76;   2.860;   0.120;  -0.044;   0.050;<;  35.200;        ;   3;   1.005;   0.003;  48.039;   0.242;      ;      ;1335;116.70679;-37.34464
07465013-3855322;NGC2451;GIRAFFE; 5178;  76;   3.133;        ;  -0.202;   0.095;<;  24.600;        ;   3;   1.005;   0.006;  37.868;   0.267;      ;      ;1336;116.70887;-38.92561
07465054-3731046;NGC2451;GIRAFFE; 5208;  30;   3.666;        ;  -0.108;   0.011;<;  20.000;        ;   3;   1.019;   0.005;  44.490;   0.249;      ;      ;1337;116.71058;-37.51794
07465163-3714597;NGC2451;GIRAFFE; 5278;    ;   3.323;        ;  -0.300;        ;<;  25.400;        ;   3;   1.011;   0.005; 105.893;   0.260;      ;      ;1338;116.71512;-37.24992
07465168-3853354;NGC2451;GIRAFFE; 3984; 113;   4.515;   0.083;  -0.007;   0.152; ;  71.500;        ;   0;   0.851;   0.004;  26.251;   0.244; 0.371; 0.037;1339;116.71533;-38.89317
07465207-3742261;NGC2451;GIRAFFE; 5188; 258;   2.647;        ;  -0.497;   0.227;<;  19.500;        ;   3;   1.011;   0.005;  73.464;   0.246;      ;      ;1340;116.71696;-37.70725
07465229-3900262;NGC2451;GIRAFFE; 5808;   0;   4.310;   0.029;  -0.032;   0.003; ;  82.167;   7.077;   0;   0.988;   0.003;  23.126;   0.243;      ;      ;1341;116.71787;-39.00728
07465263-3719371;NGC2451;GIRAFFE; 4789; 106;   2.312;   0.068;  -0.342;   0.089;<;  23.700;        ;   3;   1.025;   0.006; 133.859;   0.253;      ;      ;1342;116.71929;-37.32697
07465300-3743102;NGC2451;GIRAFFE; 3403; 159;   4.631;   0.074;  -0.260;        ;<; 100.000;        ;   3;   0.808;   0.005;   9.703;   0.257; 0.020; 0.162;1343;116.72083;-37.71950
07465306-3857062;NGC2451;GIRAFFE; 5591; 107;   4.132;   0.121;  -0.360;   0.044; ;  29.650;   2.075;   0;   0.989;   0.004;   7.372;   0.249;      ;      ;1344;116.72108;-38.95172
07465427-3720361;NGC2451;GIRAFFE; 5044; 127;   3.576;   0.187;  -0.006;   0.037;<;  32.600;        ;   3;   1.001;   0.005;  16.976;   0.245;      ;      ;1345;116.72612;-37.34336
07465455-3735309;NGC2451;GIRAFFE; 4507;  53;   4.464;   0.152;  -0.001;   0.114; ;  86.167;  12.193;   0;   0.940;   0.005;  15.365;   0.246;      ;      ;1346;116.72729;-37.59192
07465515-3741316;NGC2451;GIRAFFE; 4935; 105;   2.990;        ;  -0.339;   0.012; ;  33.450;   3.470;   0;   1.020;   0.007;  97.623;   0.265;      ;      ;1347;116.72979;-37.69211
07465579-3744498;NGC2451;GIRAFFE; 3517;  49;   4.272;        ;  -0.240;        ;<; 100.000;        ;   3;   0.833;   0.007;  63.265;   0.252; 0.018; 0.020;1348;116.73246;-37.74717
07465598-3736315;NGC2451;GIRAFFE; 5025; 117;   3.265;        ;  -0.135;   0.187;<;  36.300;        ;   3;   1.013;   0.004; 111.148;   0.243;      ;      ;1349;116.73325;-37.60875
07465607-3715229;NGC2451;GIRAFFE; 4545;    ;   2.481;        ;  -0.117;        ; ;        ;        ;    ;        ;        ;  44.498;   1.092; 0.019; 0.016;1350;116.73362;-37.25636
07465666-3728540;NGC2451;GIRAFFE; 4764;  70;   2.598;        ;  -0.340;   0.092;<;  25.700;        ;   3;   1.009;   0.006; 112.877;   0.252;      ;      ;1351;116.73608;-37.48167
07465685-3752256;NGC2451;GIRAFFE; 4909;  82;   2.750;   0.063;  -0.012;   0.018;<;  23.100;        ;   3;   1.013;   0.005;  25.379;   0.246;      ;      ;1352;116.73687;-37.87378
07465710-3745374;NGC2451;GIRAFFE; 5196;  26;   3.008;        ;   0.002;   0.040;<;  28.600;        ;   3;   1.012;   0.003;  55.568;   0.242;      ;      ;1353;116.73792;-37.76039
07465724-3744321;NGC2451;GIRAFFE; 5010;  59;   2.731;        ;  -0.332;   0.110;<;  30.100;        ;   3;   1.011;   0.004; 110.431;   0.245;      ;      ;1354;116.73850;-37.74225
07465777-3905046;NGC2451;GIRAFFE; 4985; 183;   2.576;        ;  -0.153;   0.165; ;  36.000;        ;   0;   1.020;   0.004;  84.906;   0.241;      ;      ;1355;116.74071;-39.08461
07465781-3732249;NGC2451;GIRAFFE; 4719;   0;   2.551;   0.078;  -0.023;   0.018;<;  35.300;        ;   3;   1.018;   0.003;  87.983;   0.241;      ;      ;1356;116.74087;-37.54025
07465820-3738210;NGC2451;GIRAFFE; 6578;  77;   4.229;   0.016;  -0.076;   0.101; ;  58.867;   6.832;   0;   1.002;   0.001;  19.910;   0.242; 0.253; 0.184;1357;116.74250;-37.63917
07465918-3721277;NGC2451;GIRAFFE; 4836;  29;   2.550;   0.146;  -0.121;   0.077;<;  34.800;        ;   3;   1.027;   0.006;  65.361;   0.251;      ;      ;1358;116.74658;-37.35769
07465948-3741012;NGC2451;GIRAFFE; 4918; 170;   2.688;        ;  -0.196;   0.152;<;  12.300;        ;   3;   1.014;   0.004;  46.623;   0.244;      ;      ;1359;116.74783;-37.68367
07465983-3751526;NGC2451;GIRAFFE; 4811; 229;   2.322;        ;  -0.217;   0.227; ;  45.900;        ;   0;   1.050;   0.006;  75.864;   0.253;      ;      ;1360;116.74929;-37.86461
07465988-3750195;NGC2451;GIRAFFE; 3563; 111;   4.626;   0.149;  -0.220;        ; ; 159.300;        ;   0;   0.800;   0.005;  24.040;   0.245; 0.834; 0.014;1361;116.74950;-37.83875
07465999-3724192;NGC2451;GIRAFFE; 4967; 188;   2.846;        ;  -0.139;   0.176;<;  35.100;        ;   3;   1.015;   0.006;  88.145;   0.254;      ;      ;1362;116.74996;-37.40533
07470008-3736578;NGC2451;GIRAFFE; 5064; 133;   2.815;        ;  -0.072;   0.094;<;  32.500;        ;   3;   1.012;   0.004;  38.141;   0.242;      ;      ;1363;116.75033;-37.61606
07470013-3718097;NGC2451;GIRAFFE; 5197; 265;   2.561;        ;  -0.523;   0.165;<;   3.800;        ;   3;   1.014;   0.003;  62.654;   0.247;      ;      ;1364;116.75054;-37.30269
07470085-3907510;NGC2451;GIRAFFE; 5094; 138;   2.751;        ;  -0.505;   0.167;<;  40.100;        ;   3;   1.009;   0.007;  77.630;   0.281;      ;      ;1365;116.75354;-39.13083
07470088-3900366;NGC2451;GIRAFFE; 5146; 129;   2.667;        ;  -0.238;   0.191;<;  30.500;        ;   3;   1.020;   0.005;  36.812;   0.249;      ;      ;1366;116.75367;-39.01017
07470102-3900536;NGC2451;GIRAFFE; 4629; 157;   2.985;        ;  -0.341;   0.260; ;  52.633;  18.894;   0;   1.016;   0.006; 111.226;   0.254;      ;      ;1367;116.75425;-39.01489
07470243-3851262;NGC2451;GIRAFFE; 5124;  93;   3.161;        ;  -0.198;   0.192; ;  46.967;   9.791;   0;   1.003;   0.005;  37.913;   0.253;      ;      ;1368;116.76012;-38.85728
07470262-3748450;NGC2451;GIRAFFE; 4727;  75;   2.310;   0.168;  -0.319;   0.127; ;  21.000;   3.875;   0;   1.015;   0.007; 131.003;   0.253;      ;      ;1369;116.76092;-37.81250
07470263-3717005;NGC2451;GIRAFFE; 5025; 131;   2.687;        ;  -0.119;   0.175;<;  36.300;        ;   3;   1.017;   0.003;  74.517;   0.242;      ;      ;1370;116.76096;-37.28347
07470278-3850422;NGC2451;GIRAFFE; 4958;  73;   3.750;        ;  -0.542;   0.146;<;  15.300;        ;   3;   1.019;   0.007; 114.015;   0.264;      ;      ;1371;116.76158;-38.84506
07470402-3744527;NGC2451;GIRAFFE; 5199;  40;   3.012;        ;  -0.118;   0.155;<;  15.200;        ;   3;   1.010;   0.005; 101.362;   0.248;      ;      ;1372;116.76675;-37.74797
07470478-3911249;NGC2451;GIRAFFE; 5460; 185;   3.372;        ;  -0.298;   0.155; ;  45.300;        ;   0;   1.002;   0.010;  39.724;   0.382;      ;      ;1373;116.76992;-39.19025
07470546-3721523;NGC2451;GIRAFFE; 5046; 137;   2.728;        ;  -0.068;   0.104;<;  29.500;        ;   3;   1.019;   0.004;  37.919;   0.243;      ;      ;1374;116.77275;-37.36453
07470558-3732366;NGC2451;GIRAFFE; 4949; 184;   3.720;   0.150;  -0.276;   0.207;<;  29.000;        ;   3;   0.992;   0.006;  84.107;   0.255;      ;      ;1375;116.77325;-37.54350
07470561-3748085;NGC2451;GIRAFFE; 5142;   7;   3.083;        ;  -0.225;   0.115; ;  23.400;        ;   0;   1.007;   0.005; -11.829;   0.255;      ;      ;1376;116.77337;-37.80236
07470582-3903169;NGC2451;GIRAFFE; 4711;  12;   2.615;   0.137;  -0.228;   0.002; ;  27.450;   2.485;   0;   1.012;   0.004; 109.655;   0.244;      ;      ;1377;116.77425;-39.05469
07470599-3719079;NGC2451;GIRAFFE; 4816;   9;   2.262;   0.005;  -0.487;   0.040;<;  25.800;        ;   3;   1.017;   0.007; 156.173;   0.259;      ;      ;1378;116.77496;-37.31886
07470633-3744017;NGC2451;GIRAFFE; 4215; 323;   3.999;        ;  -0.056;   0.097; ; 180.000;  10.177;   0;   0.902;   0.004;  14.662;   0.244; 0.005; 0.907;1379;116.77637;-37.73381
07470660-3851318;NGC2451;GIRAFFE; 5202; 209;   2.971;        ;  -0.282;   0.135; ;  33.600;        ;   0;   1.021;   0.006; 144.274;   0.250;      ;      ;1380;116.77750;-38.85883
07470680-3747228;NGC2451;GIRAFFE; 4831; 138;   2.592;        ;  -0.145;   0.083; ;  17.450;   2.820;   0;   1.013;   0.006;  77.878;   0.246;      ;      ;1381;116.77833;-37.78967
07470698-3722449;NGC2451;GIRAFFE; 5396;  79;   3.644;        ;  -0.223;   0.063;<;  16.600;        ;   3;   0.996;   0.005;  43.453;   0.255;      ;      ;1382;116.77908;-37.37914
07470723-3742504;NGC2451;GIRAFFE; 4659;  90;   2.425;   0.142;   0.033;   0.071;<;  37.300;        ;   3;   1.024;   0.004;  43.598;   0.242;      ;      ;1383;116.78012;-37.71400
07470756-3722023;NGC2451;GIRAFFE; 5100; 247;   3.300;        ;  -0.606;   0.019;<;  34.000;        ;   3;   1.015;   0.006; 115.537;   0.268;      ;      ;1384;116.78150;-37.36731
07470770-3749380;NGC2451;GIRAFFE; 4943; 119;   2.637;        ;  -0.319;   0.158; ;  28.767;   6.948;   0;   1.013;   0.004; 109.532;   0.245;      ;      ;1385;116.78208;-37.82722
07470796-3735145;NGC2451;GIRAFFE; 4701;  26;   2.533;   0.098;  -0.086;   0.052;<;  35.300;        ;   3;   1.014;   0.004;  92.806;   0.243;      ;      ;1386;116.78317;-37.58736
07470946-3905306;NGC2451;GIRAFFE; 4814; 110;   2.603;   0.022;  -0.242;   0.225; ;  42.033;   3.681;   0;   1.022;   0.005; 108.909;   0.246;      ;      ;1387;116.78942;-39.09183
07471017-3724293;NGC2451;GIRAFFE; 3974;    ;   4.008;        ;  -0.454;        ; ;  33.700;        ;   0;   0.838;   0.018;  26.863;   0.595; 0.281; 0.035;1388;116.79237;-37.40814
07471058-3712432;NGC2451;GIRAFFE; 4807;  64;   2.730;        ;   0.001;   0.056;<;  42.300;        ;   3;   0.999;   0.005;  82.488;   0.243;      ;      ;1389;116.79408;-37.21200
07471092-3733114;NGC2451;GIRAFFE; 4976; 151;   2.735;        ;  -0.453;   0.005;<;  31.600;        ;   3;   1.009;   0.005; 104.145;   0.253;      ;      ;1390;116.79550;-37.55317
07471155-3717145;NGC2451;GIRAFFE; 5184;   9;   2.944;        ;  -0.042;   0.079; ;  31.433;   5.352;   0;   1.024;   0.006; 113.710;   0.256;      ;      ;1391;116.79812;-37.28736
07471204-3736579;NGC2451;GIRAFFE; 4812; 169;   2.689;        ;  -0.134;   0.066;<;  33.400;        ;   3;   1.020;   0.005;  80.184;   0.246;      ;      ;1392;116.80017;-37.61608
07471216-3746497;NGC2451;GIRAFFE; 4917;  30;   2.970;        ;  -0.021;   0.030;<;  27.200;        ;   3;   1.003;   0.003;  40.193;   0.241;      ;      ;1393;116.80067;-37.78047
07471274-3721002;NGC2451;GIRAFFE; 4969; 198;   3.190;        ;  -0.147;   0.208;<;  20.200;        ;   3;   1.018;   0.005; 105.886;   0.247;      ;      ;1394;116.80308;-37.35006
07471284-3731473;NGC2451;GIRAFFE; 5052; 193;   2.675;        ;  -0.095;   0.116;<;  18.600;        ;   3;   1.020;   0.004;  39.215;   0.242;      ;      ;1395;116.80350;-37.52981
07471301-3859575;NGC2451;GIRAFFE; 4864;  66;   2.778;        ;  -0.475;   0.143; ;  51.900;        ;   0;   1.009;   0.007; 133.965;   0.274;      ;      ;1396;116.80421;-38.99931
07471315-3724506;NGC2451;GIRAFFE; 4917; 143;   3.060;        ;  -0.108;   0.088;<;  34.500;        ;   3;   1.016;   0.004;  50.826;   0.242;      ;      ;1397;116.80479;-37.41406
07471320-3757276;NGC2451;GIRAFFE; 5058; 114;   2.806;        ;  -0.050;   0.059;<;  24.800;        ;   3;   1.016;   0.003;  45.481;   0.242;      ;      ;1398;116.80500;-37.95767
07471328-3755592;NGC2451;GIRAFFE; 4771;   7;   2.730;        ;   0.068;   0.003;<;  41.000;        ;   3;   1.002;   0.005;  25.567;   0.245;      ;      ;1399;116.80533;-37.93311
07471348-3907314;NGC2451;GIRAFFE; 5213; 260;   3.958;        ;  -0.432;   0.219;<;  19.700;        ;   3;   1.005;   0.004;  44.803;   0.247;      ;      ;1400;116.80617;-39.12539
07471457-3714221;NGC2451;GIRAFFE; 4967;  49;   2.939;   0.092;  -0.011;   0.013;<;  25.100;        ;   3;   1.012;   0.006;  77.844;   0.249;      ;      ;1401;116.81071;-37.23947
07471481-3713208;NGC2451;GIRAFFE; 4731;  90;   3.123;        ;  -0.530;   0.067; ;  56.700;        ;   0;   1.015;   0.007; 155.515;   0.269;      ;      ;1402;116.81171;-37.22244
07471509-3749106;NGC2451;GIRAFFE; 5036;  57;   2.775;        ;  -0.255;   0.151;<;  20.400;        ;   3;   1.020;   0.004; 157.241;   0.245;      ;      ;1403;116.81287;-37.81961
07471584-3854031;NGC2451;GIRAFFE; 4905; 143;   2.557;        ;  -0.115;   0.185;<;  25.800;        ;   3;   1.019;   0.006;  33.376;   0.249;      ;      ;1404;116.81600;-38.90086
